bar,equity,cash,gross_notional,open_positions
2026-09-25 13:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 14:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 15:00:00+00:00,999960.0,1000000.0,716738.0,1
2026-09-25 16:00:00+00:00,1000312.0,1000000.0,716382.0,1
2026-09-25 17:00:00+00:00,1000208.0,1000000.0,716488.0,1
2026-09-25 18:00:00+00:00,1000204.0,1000000.0,716492.0,1
