candidate,is_v2,params,full_n_trades,full_net_return,full_sharpe,full_profit_factor,full_max_drawdown,full_cost_ratio,A_n_trades,A_net_return,A_sharpe,A_profit_factor,A_max_drawdown,A_cost_ratio,B_n_trades,B_net_return,B_sharpe,B_profit_factor,B_max_drawdown,B_cost_ratio
v6_trend_carry_mkt_5p,True,"{""mode"": ""composite"", ""sizing"": ""risk_stop""}",225,0.19996,0.34647,1.649137,-0.08838,0.035398,102,0.075107,0.337203,2.895822,-0.054016,0.013335,60,0.092892,0.438574,0.702156,-0.08838,
v6_carry_trend_mkt_7p,True,"{""sizing"": ""risk_stop""}",199,0.265855,0.405459,1.968487,-0.092427,0.028598,105,0.065897,0.282482,2.678716,-0.056697,0.016544,34,0.150718,0.626113,1.566546,-0.092427,0.109799
v6_carry_trend_daily_mkt_7p,True,"{""threshold"": 0.5}",315,0.280218,0.418943,1.913866,-0.0874,0.047175,184,0.053856,0.235472,2.197242,-0.059026,0.033238,44,0.206893,0.801076,3.046179,-0.0874,0.042613
