candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v6_trend_carry_mkt_5p,AUDUSD,45,-24301.663425957915,0.5498995491360428,0.3111111111111111,43.795898944441305,-2893.942472723849
v6_trend_carry_mkt_5p,EURJPY,24,19418.029707157802,1.622823551055424,0.375,26.854166666665225,2152.337249969617
v6_trend_carry_mkt_5p,EURUSD,32,58409.85167980298,2.188231559551953,0.375,22.80536843750872,1213.2339682776826
v6_trend_carry_mkt_5p,GBPUSD,35,-568.249139003656,0.9884520784608194,0.4,35.086063285721735,-6649.251039203939
v6_trend_carry_mkt_5p,USDJPY,26,136678.7893420356,4.8894080650478235,0.38461538461538464,22.173076923076884,30422.775684839722
v6_carry_trend_mkt_7p,AUDJPY,17,9337.483038748438,1.4035206355769785,0.5294117647058824,48.794117647062286,9790.690195527723
v6_carry_trend_mkt_7p,AUDUSD,28,-18648.390096947096,0.49407936659280505,0.39285714285714285,39.83771196428568,-1631.3228684215333
v6_carry_trend_mkt_7p,EURJPY,16,27307.711449765357,2.662120075863318,0.5,31.343749999998792,3445.6546742323253
v6_carry_trend_mkt_7p,EURUSD,22,78166.45604184967,3.9073246385908487,0.45454545454545453,23.247076363644453,404.8860270934785
v6_carry_trend_mkt_7p,GBPJPY,15,-12286.55533631031,0.670700897896243,0.2,48.599999999993116,5981.469095332864
v6_carry_trend_mkt_7p,GBPUSD,17,25313.189328186927,2.615208994946367,0.5882352941176471,34.01131882353639,-4616.636227725897
v6_carry_trend_mkt_7p,USDJPY,24,137072.31458698984,5.6783902701678635,0.3333333333333333,22.749999999998646,31121.716665757533
v6_carry_trend_daily_mkt_7p,AUDJPY,33,-936.8102158713045,0.9765799888202983,0.24242424242424243,44.454545454547656,9945.204459493
v6_carry_trend_daily_mkt_7p,AUDUSD,55,-5953.50808464161,0.858581175666715,0.4,42.09029486363677,-1313.6653513582035
v6_carry_trend_daily_mkt_7p,EURJPY,35,21817.17920628797,1.7447432283143984,0.42857142857142855,30.657142857142897,2077.5337792696264
v6_carry_trend_daily_mkt_7p,EURUSD,26,85431.41981981239,4.468113170030102,0.6538461538461539,21.45546125000783,1147.5028349028998
v6_carry_trend_daily_mkt_7p,GBPJPY,16,39943.21980145372,3.0760556308369895,0.25,46.3437499999979,15685.543563992354
v6_carry_trend_daily_mkt_7p,GBPUSD,26,30579.350965962443,2.966245091579487,0.5769230769230769,45.60913990384604,-4727.108360789948
v6_carry_trend_daily_mkt_7p,USDJPY,37,113451.55911413762,4.078792731979824,0.3783783783783784,29.999999999999766,32066.21710504521
