strategy,pair,year,chosen_params,train_sharpe,oos_return,oos_sharpe,oos_trades,oos_pf
mr_zscore,AUDUSD,2021,"{""n"": 72, ""z"": 2.0}",-0.6642,-0.068107,-1.902793,53,0.578767
regime_switch,USDJPY,2014,"{""adx_trend"": 30, ""brk"": 48}",0.7791,-0.010208,-0.17761,64,0.938861
regime_switch,USDJPY,2015,"{""adx_trend"": 25, ""brk"": 48}",0.4534,-0.038305,-0.629328,66,1.029122
regime_switch,USDJPY,2016,"{""adx_trend"": 25, ""brk"": 48}",-0.0073,0.034204,0.291446,57,0.935142
regime_switch,USDJPY,2017,"{""adx_trend"": 25, ""brk"": 24}",0.0908,-0.09769,-1.97694,78,0.53443
regime_switch,USDJPY,2018,"{""adx_trend"": 25, ""brk"": 24}",-0.3606,-0.015964,-0.252406,79,1.006516
regime_switch,USDJPY,2019,"{""adx_trend"": 25, ""brk"": 24}",-0.4513,-0.033889,-0.442251,96,0.818317
regime_switch,USDJPY,2020,"{""adx_trend"": 25, ""brk"": 24}",-0.4836,-0.107172,-1.805738,95,0.62284
regime_switch,USDJPY,2021,"{""adx_trend"": 30, ""brk"": 48}",-0.9464,-0.094769,-1.778876,67,0.540239
regime_switch,EURUSD,2014,"{""adx_trend"": 30, ""brk"": 48}",0.2828,-0.029478,-0.693996,55,0.75756
regime_switch,EURUSD,2015,"{""adx_trend"": 30, ""brk"": 48}",0.1065,0.046985,0.808368,66,1.317542
regime_switch,EURUSD,2016,"{""adx_trend"": 30, ""brk"": 24}",0.5206,0.020386,0.347101,61,1.118931
regime_switch,EURUSD,2017,"{""adx_trend"": 30, ""brk"": 48}",0.3093,-0.019387,-0.326656,69,0.918072
regime_switch,EURUSD,2018,"{""adx_trend"": 30, ""brk"": 48}",0.1326,-0.040957,-0.842199,64,0.776543
regime_switch,EURUSD,2019,"{""adx_trend"": 25, ""brk"": 24}",0.2113,-0.165427,-3.601549,88,0.380269
regime_switch,EURUSD,2020,"{""adx_trend"": 25, ""brk"": 24}",-0.6718,0.027204,0.469126,64,1.159451
regime_switch,EURUSD,2021,"{""adx_trend"": 25, ""brk"": 48}",-0.7035,-0.029149,-0.539786,67,0.832275
regime_switch,EURJPY,2014,"{""adx_trend"": 25, ""brk"": 48}",-0.2714,-0.045597,-0.806318,67,0.75271
regime_switch,EURJPY,2015,"{""adx_trend"": 25, ""brk"": 48}",-0.2857,0.044378,0.792856,70,1.384535
regime_switch,EURJPY,2016,"{""adx_trend"": 25, ""brk"": 24}",0.2893,-0.016582,-0.520251,72,0.845648
regime_switch,EURJPY,2017,"{""adx_trend"": 25, ""brk"": 24}",0.1995,-0.098612,-1.569443,88,0.622299
regime_switch,EURJPY,2018,"{""adx_trend"": 25, ""brk"": 24}",-0.2259,-0.003314,0.009758,72,0.973956
regime_switch,EURJPY,2019,"{""adx_trend"": 25, ""brk"": 24}",-0.1236,-0.041055,-0.717488,81,0.845131
regime_switch,EURJPY,2020,"{""adx_trend"": 25, ""brk"": 24}",-0.7537,-0.019862,-0.373899,62,0.885852
regime_switch,EURJPY,2021,"{""adx_trend"": 25, ""brk"": 24}",-0.7244,-0.099559,-1.925478,80,0.559201
regime_switch,GBPUSD,2014,"{""adx_trend"": 30, ""brk"": 48}",-0.6492,0.028695,0.608933,55,1.255584
regime_switch,GBPUSD,2015,"{""adx_trend"": 30, ""brk"": 48}",-0.3893,-0.01441,-0.263306,67,0.90046
regime_switch,GBPUSD,2016,"{""adx_trend"": 30, ""brk"": 48}",-0.0217,-0.00288,0.080186,61,1.00938
regime_switch,GBPUSD,2017,"{""adx_trend"": 30, ""brk"": 24}",0.0505,-0.075621,-1.383665,73,0.640511
regime_switch,GBPUSD,2018,"{""adx_trend"": 25, ""brk"": 48}",-0.184,0.001388,0.05677,84,1.038279
regime_switch,GBPUSD,2019,"{""adx_trend"": 30, ""brk"": 24}",-0.1626,-0.077959,-1.271378,78,0.555651
regime_switch,GBPUSD,2020,"{""adx_trend"": 25, ""brk"": 24}",-0.3892,-0.132465,-3.030013,78,0.377521
regime_switch,GBPUSD,2021,"{""adx_trend"": 30, ""brk"": 48}",-1.0352,0.022584,0.480483,78,1.108497
regime_switch,AUDUSD,2014,"{""adx_trend"": 30, ""brk"": 24}",-1.2136,-0.015958,-0.261981,71,0.958318
regime_switch,AUDUSD,2015,"{""adx_trend"": 30, ""brk"": 24}",-1.0343,0.004833,0.131752,73,0.989371
regime_switch,AUDUSD,2016,"{""adx_trend"": 30, ""brk"": 24}",-0.3928,-0.014819,-0.152487,67,0.90922
regime_switch,AUDUSD,2017,"{""adx_trend"": 30, ""brk"": 24}",-0.0949,-0.028826,-0.587799,66,0.846796
regime_switch,AUDUSD,2018,"{""adx_trend"": 30, ""brk"": 24}",-0.2221,-0.042877,-0.654058,71,0.801818
regime_switch,AUDUSD,2019,"{""adx_trend"": 25, ""brk"": 48}",-0.2556,0.039085,0.67571,72,1.160671
regime_switch,AUDUSD,2020,"{""adx_trend"": 25, ""brk"": 48}",-0.035,-0.127389,-2.964384,70,0.371967
regime_switch,AUDUSD,2021,"{""adx_trend"": 25, ""brk"": 48}",-0.5565,-0.060863,-1.152974,84,0.737421
mtf_pullback,USDJPY,2014,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.2277,0.030835,1.346115,14,2.123832
mtf_pullback,USDJPY,2015,"{""rsi_th"": 35, ""tp_atr"": 3.0}",0.1228,-0.020375,-1.271937,9,0.405238
mtf_pullback,USDJPY,2016,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.2617,-0.004828,-0.226496,11,0.854541
mtf_pullback,USDJPY,2017,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.361,0.011217,0.8955,5,2.121446
mtf_pullback,USDJPY,2018,"{""rsi_th"": 35, ""tp_atr"": 3.0}",0.2277,0.012769,0.576735,10,1.518424
mtf_pullback,USDJPY,2019,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.0456,0.008943,0.293997,30,1.113673
mtf_pullback,USDJPY,2020,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.0877,-0.054526,-1.854106,31,0.557552
mtf_pullback,USDJPY,2021,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.1686,-0.028819,-1.634956,12,0.345158
mtf_pullback,EURUSD,2014,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.4389,0.008837,0.742419,8,1.698929
mtf_pullback,EURUSD,2015,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.5584,-0.009803,-0.831606,6,0.491377
mtf_pullback,EURUSD,2016,"{""rsi_th"": 35, ""tp_atr"": 3.0}",0.1552,-0.027908,-1.626,11,0.323427
mtf_pullback,EURUSD,2017,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.1659,-0.010656,-0.770626,7,0.575597
mtf_pullback,EURUSD,2018,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.5369,0.002372,0.150602,7,1.121021
mtf_pullback,EURUSD,2019,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.0767,-0.010643,-0.356731,27,0.857048
mtf_pullback,EURUSD,2020,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.0045,0.005065,0.170018,33,1.054507
mtf_pullback,EURUSD,2021,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.0034,-0.075699,-2.354747,37,0.425478
mtf_pullback,EURJPY,2014,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-0.2043,-0.040671,-2.215365,11,0.145491
mtf_pullback,EURJPY,2015,"{""rsi_th"": 35, ""tp_atr"": 3.0}",-1.0089,-0.021488,-0.953938,12,0.492132
mtf_pullback,EURJPY,2016,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.6936,-0.044593,-1.563187,27,0.527948
mtf_pullback,EURJPY,2017,"{""rsi_th"": 35, ""tp_atr"": 2.0}",-0.7462,-0.024816,-1.68453,9,0.264903
mtf_pullback,EURJPY,2018,"{""rsi_th"": 40, ""tp_atr"": 2.0}",-0.2291,0.008341,0.340255,26,1.145258
mtf_pullback,EURJPY,2019,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.1686,0.026471,0.763871,33,1.316581
mtf_pullback,EURJPY,2020,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.168,0.020367,0.538104,42,1.174223
mtf_pullback,EURJPY,2021,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.6261,-0.054223,-1.778945,34,0.532564
mtf_pullback,GBPUSD,2014,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.8456,-0.005715,-0.398613,11,0.791576
mtf_pullback,GBPUSD,2015,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.78,-0.015448,-1.010361,11,0.546756
mtf_pullback,GBPUSD,2016,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.009,-0.000355,-0.022283,8,0.981631
mtf_pullback,GBPUSD,2017,"{""rsi_th"": 35, ""tp_atr"": 2.0}",-0.0604,-0.028789,-1.808303,12,0.326615
mtf_pullback,GBPUSD,2018,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.0645,-0.021305,-0.594951,41,0.830531
mtf_pullback,GBPUSD,2019,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.1137,-0.012419,-0.317915,39,0.887733
mtf_pullback,GBPUSD,2020,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.1142,-0.049699,-1.704942,29,0.518571
mtf_pullback,GBPUSD,2021,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.4296,-0.084066,-2.622042,38,0.39215
mtf_pullback,AUDUSD,2014,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.454,-0.001213,-0.093888,8,0.940191
mtf_pullback,AUDUSD,2015,"{""rsi_th"": 35, ""tp_atr"": 2.0}",0.3753,-0.011178,-0.693764,12,0.674969
mtf_pullback,AUDUSD,2016,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.5515,-0.001769,0.143358,36,1.041888
mtf_pullback,AUDUSD,2017,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.5279,0.044495,1.244986,29,1.656285
mtf_pullback,AUDUSD,2018,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.505,0.026756,0.762005,32,1.324142
mtf_pullback,AUDUSD,2019,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.4883,-0.041016,-1.152224,34,0.655163
mtf_pullback,AUDUSD,2020,"{""rsi_th"": 40, ""tp_atr"": 3.0}",0.2465,-0.05843,-1.872312,32,0.488827
mtf_pullback,AUDUSD,2021,"{""rsi_th"": 40, ""tp_atr"": 3.0}",-0.2136,-0.043515,-1.278371,36,0.642526
ml_logit,USDJPY,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,0.033179,0.380058,507,1.037158
ml_logit,USDJPY,2015,"{""horizon"": 12, ""th"": 0.6}",0.3524,-0.066316,-1.28522,105,0.727015
ml_logit,USDJPY,2016,"{""horizon"": 12, ""th"": 0.6}",-0.2302,-0.015245,-0.32431,119,0.932794
ml_logit,USDJPY,2017,"{""horizon"": 12, ""th"": 0.6}",-0.2811,0.004814,1.001929,1,
ml_logit,USDJPY,2018,"{""horizon"": 12, ""th"": 0.6}",-0.2522,-0.005039,-1.0,1,0.0
ml_logit,USDJPY,2019,"{""horizon"": 12, ""th"": 0.6}",-0.5931,0.004936,1.032994,2,
ml_logit,USDJPY,2020,"{""horizon"": 12, ""th"": 0.6}",-0.107,0.013866,1.604485,3,
ml_logit,USDJPY,2021,"{""horizon"": 12, ""th"": 0.6}",0.7667,0.001309,0.151039,4,1.161478
ml_logit,EURUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.146437,-1.611032,519,0.841434
ml_logit,EURUSD,2015,"{""horizon"": 12, ""th"": 0.6}",-0.0321,0.028211,1.5194,25,1.768995
ml_logit,EURUSD,2016,"{""horizon"": 12, ""th"": 0.6}",0.2917,-0.015723,-0.83092,18,0.617455
ml_logit,EURUSD,2017,"{""horizon"": 12, ""th"": 0.6}",0.1029,-9.8e-05,0.002672,23,0.997812
ml_logit,EURUSD,2018,"{""horizon"": 12, ""th"": 0.6}",0.0975,-0.003597,-0.120283,25,0.934642
ml_logit,EURUSD,2019,"{""horizon"": 12, ""th"": 0.6}",0.1104,0.007686,0.586382,12,1.429971
ml_logit,EURUSD,2020,"{""horizon"": 12, ""th"": 0.6}",-0.1416,-5.6e-05,0.004139,15,0.998381
ml_logit,EURUSD,2021,"{""horizon"": 12, ""th"": 0.6}",0.061,-0.000191,-0.102692,1,0.0
ml_logit,EURJPY,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.027153,-0.271251,398,0.963649
ml_logit,EURJPY,2015,"{""horizon"": 12, ""th"": 0.6}",0.4265,-0.026571,-0.803456,53,0.738762
ml_logit,EURJPY,2016,"{""horizon"": 12, ""th"": 0.6}",0.067,0.000343,0.027505,21,1.008896
ml_logit,EURJPY,2017,"{""horizon"": 12, ""th"": 0.6}",0.0676,0.010509,0.756755,17,1.385838
ml_logit,EURJPY,2018,"{""horizon"": 12, ""th"": 0.6}",0.156,0.008217,0.967911,9,1.709196
ml_logit,EURJPY,2019,"{""horizon"": 12, ""th"": 0.6}",-0.0807,0.007618,1.354694,2,
ml_logit,EURJPY,2020,"{""horizon"": 12, ""th"": 0.6}",0.4668,0.019477,1.447663,14,2.629151
ml_logit,EURJPY,2021,"{""horizon"": 12, ""th"": 0.6}",0.9809,0.004819,1.000037,2,
ml_logit,GBPUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.134435,-2.554706,192,0.636515
ml_logit,GBPUSD,2015,"{""horizon"": 12, ""th"": 0.6}",-0.4984,-0.000617,-0.027091,25,0.984727
ml_logit,GBPUSD,2016,"{""horizon"": 12, ""th"": 0.6}",-0.2816,-0.022827,-0.752539,92,0.856005
ml_logit,GBPUSD,2017,"{""horizon"": 12, ""th"": 0.6}",-0.469,0.002039,0.164676,10,1.099438
ml_logit,GBPUSD,2018,"{""horizon"": 12, ""th"": 0.6}",-0.415,0.004774,1.162106,6,1.521164
ml_logit,GBPUSD,2019,"{""horizon"": 12, ""th"": 0.6}",-0.2175,-0.023397,-1.179609,11,0.321444
ml_logit,GBPUSD,2020,"{""horizon"": 12, ""th"": 0.6}",-0.5085,-0.014068,-1.050839,16,0.569232
ml_logit,GBPUSD,2021,"{""horizon"": 12, ""th"": 0.6}",-0.5561,0.0,0.0,0,
ml_logit,AUDUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,0.141391,1.867194,280,1.301698
ml_logit,AUDUSD,2015,"{""horizon"": 12, ""th"": 0.6}",1.2093,-0.013297,-0.439517,53,0.87965
ml_logit,AUDUSD,2016,"{""horizon"": 12, ""th"": 0.55}",0.7908,0.029272,0.634489,312,1.050221
ml_logit,AUDUSD,2017,"{""horizon"": 12, ""th"": 0.55}",0.7676,-0.065684,-0.872525,265,0.884181
ml_logit,AUDUSD,2018,"{""horizon"": 12, ""th"": 0.55}",0.4557,-0.054393,-0.692713,292,0.905206
ml_logit,AUDUSD,2019,"{""horizon"": 12, ""th"": 0.6}",-0.0338,-0.007309,-0.436893,17,0.77617
ml_logit,AUDUSD,2020,"{""horizon"": 12, ""th"": 0.6}",0.0235,-0.029712,-0.678334,111,0.867451
ml_logit,AUDUSD,2021,"{""horizon"": 12, ""th"": 0.6}",-0.2831,0.004205,0.461923,2,
ml_lgbm,USDJPY,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,0.084745,0.756951,704,1.062579
ml_lgbm,USDJPY,2015,"{""horizon"": 12, ""th"": 0.6}",0.8395,-0.068472,-0.868909,332,0.893208
ml_lgbm,USDJPY,2016,"{""horizon"": 12, ""th"": 0.6}",0.364,0.140337,1.767269,305,1.252535
ml_lgbm,USDJPY,2017,"{""horizon"": 12, ""th"": 0.6}",0.7873,-0.051713,-0.962636,151,0.840158
ml_lgbm,USDJPY,2018,"{""horizon"": 12, ""th"": 0.6}",0.5583,-0.010008,-0.107505,92,0.952461
ml_lgbm,USDJPY,2019,"{""horizon"": 12, ""th"": 0.6}",0.0218,0.012389,0.277499,164,1.060701
ml_lgbm,USDJPY,2020,"{""horizon"": 12, ""th"": 0.6}",0.3596,0.000371,0.038097,243,1.000802
ml_lgbm,USDJPY,2021,"{""horizon"": 12, ""th"": 0.6}",-0.1867,-0.094514,-1.508901,213,0.77507
ml_lgbm,EURUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.075236,-0.707166,714,0.933192
ml_lgbm,EURUSD,2015,"{""horizon"": 12, ""th"": 0.55}",-0.3535,-0.113078,-1.116159,628,0.902417
ml_lgbm,EURUSD,2016,"{""horizon"": 12, ""th"": 0.6}",-0.3609,-0.046584,-0.865106,187,0.877419
ml_lgbm,EURUSD,2017,"{""horizon"": 12, ""th"": 0.6}",-0.5059,-0.006683,-0.039555,157,0.973862
ml_lgbm,EURUSD,2018,"{""horizon"": 12, ""th"": 0.6}",-0.4781,-0.027909,-0.496245,193,0.922576
ml_lgbm,EURUSD,2019,"{""horizon"": 12, ""th"": 0.55}",-0.0753,-0.220404,-2.524642,553,0.769405
ml_lgbm,EURUSD,2020,"{""horizon"": 12, ""th"": 0.55}",-0.4349,-0.295906,-3.41142,616,0.737509
ml_lgbm,EURUSD,2021,"{""horizon"": 12, ""th"": 0.55}",-1.2645,-0.13288,-1.486294,586,0.872204
ml_lgbm,EURJPY,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.070399,-0.656297,632,0.942565
ml_lgbm,EURJPY,2015,"{""horizon"": 12, ""th"": 0.55}",-0.3281,-0.025158,-0.197401,588,0.975812
ml_lgbm,EURJPY,2016,"{""horizon"": 12, ""th"": 0.6}",-0.1204,0.027784,0.387421,205,1.057215
ml_lgbm,EURJPY,2017,"{""horizon"": 12, ""th"": 0.6}",0.0123,-0.071187,-1.114477,222,0.838333
ml_lgbm,EURJPY,2018,"{""horizon"": 12, ""th"": 0.6}",-0.2571,-0.036586,-0.835314,106,0.830263
ml_lgbm,EURJPY,2019,"{""horizon"": 12, ""th"": 0.6}",-0.2268,-0.003213,-0.048535,101,0.982438
ml_lgbm,EURJPY,2020,"{""horizon"": 12, ""th"": 0.6}",-0.3939,0.057027,1.261578,145,1.24909
ml_lgbm,EURJPY,2021,"{""horizon"": 12, ""th"": 0.6}",-0.2674,-0.001385,0.087764,189,0.996221
ml_lgbm,GBPUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.134494,-1.493711,615,0.861991
ml_lgbm,GBPUSD,2015,"{""horizon"": 12, ""th"": 0.6}",-0.4644,0.005039,0.109378,254,1.010715
ml_lgbm,GBPUSD,2016,"{""horizon"": 12, ""th"": 0.6}",-0.2841,0.011095,0.220407,228,1.027775
ml_lgbm,GBPUSD,2017,"{""horizon"": 12, ""th"": 0.6}",-0.1815,-0.002553,-0.008709,197,0.998321
ml_lgbm,GBPUSD,2018,"{""horizon"": 12, ""th"": 0.6}",-0.1588,-0.054298,-0.922821,165,0.828375
ml_lgbm,GBPUSD,2019,"{""horizon"": 12, ""th"": 0.6}",-0.14,-0.08819,-1.398568,188,0.765471
ml_lgbm,GBPUSD,2020,"{""horizon"": 12, ""th"": 0.6}",-0.5346,-0.05596,-1.066609,151,0.823909
ml_lgbm,GBPUSD,2021,"{""horizon"": 12, ""th"": 0.6}",-0.8283,-0.002416,-0.021093,150,0.991681
ml_lgbm,AUDUSD,2014,"{""horizon"": 12, ""th"": 0.55}",-1000000000.0,-0.061421,-0.534758,662,0.948478
ml_lgbm,AUDUSD,2015,"{""horizon"": 12, ""th"": 0.55}",-0.2674,-0.139179,-1.489543,619,0.872132
ml_lgbm,AUDUSD,2016,"{""horizon"": 12, ""th"": 0.55}",-0.697,0.128744,1.218733,511,1.137841
ml_lgbm,AUDUSD,2017,"{""horizon"": 12, ""th"": 0.55}",-0.2232,-0.12317,-1.374123,486,0.869004
ml_lgbm,AUDUSD,2018,"{""horizon"": 12, ""th"": 0.55}",-0.5237,0.052476,0.569405,545,1.046771
ml_lgbm,AUDUSD,2019,"{""horizon"": 12, ""th"": 0.55}",-0.2396,-0.409698,-5.135334,540,0.598343
ml_lgbm,AUDUSD,2020,"{""horizon"": 12, ""th"": 0.6}",-0.8529,-0.115733,-1.555731,314,0.807015
ml_lgbm,AUDUSD,2021,"{""horizon"": 12, ""th"": 0.6}",-1.4718,-0.079266,-1.332753,204,0.812054
