spec_id,period,variant,cost_profile,halted_at,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,exposure_time,avg_leverage,max_leverage,psr_vs_zero,t_stat
trend_ema_adx_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.035427,0.028596,0.592281,1.132464,-0.054215,0.049358,35427.177273,0.626152,50,1.315591,0.32,9230.24154,-3301.667276,2.79563,708.543545,0.129027,8,40.493348,34.7,11078.99437,-4581.673132,51087.844775,0.216862,221.579887,124.802164,0.224566,1.625284,2.824639,0.753793,0.66015
trend_ema_adx_v1,FORWARD,AUDUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.055593,0.04479,0.710692,1.290053,-0.041847,0.064157,55592.61954,1.216383,81,1.279666,0.320988,9783.643529,-3614.220222,2.706986,686.328636,0.151585,5,65.599224,34.802469,28962.85348,-5832.037396,90387.510415,0.32043,357.566092,172.063712,0.364872,1.305082,2.031622,0.794203,0.792129
trend_tsmom_v1,TEST,portfolio,retail_jp,,2022-01-02,2025-06-30,3.49,0.103358,0.028577,0.50818,0.771446,-0.07017,0.062355,103358.073539,1.287411,255,1.154903,0.376471,8027.104949,-4196.503154,1.912808,405.325779,0.096183,16,73.05,141.639216,14987.166868,-7775.563719,126120.804125,0.118832,58.773203,73.481635,0.833318,0.960467,2.801687,0.830169,0.950717
trend_tsmom_v1,TEST,portfolio_stress_2x,stress_2x,,2022-01-02,2025-06-30,3.49,0.058572,0.01644,0.319072,0.476434,-0.072286,0.062379,58571.92883,0.725764,255,1.087354,0.368627,7756.208217,-4164.668593,1.862383,229.693839,0.066043,16,73.05,140.729412,32352.990665,-33594.196338,124519.115832,0.259823,126.874473,73.386277,0.830794,0.956487,2.857561,0.725116,0.59693
trend_tsmom_v1,TEST,portfolio_ibkr,ibkr,,2022-01-02,2025-06-30,3.49,-0.039004,-0.011332,-0.11884,-0.173903,-0.082613,0.062945,-39003.539333,-0.454092,254,0.944637,0.358268,7313.249022,-4322.142333,1.692043,-153.557241,-0.045922,16,72.763529,142.066929,154855.700533,-19796.555285,135648.716485,1.141594,609.668112,72.565358,0.833318,0.956469,3.067578,0.412174,-0.22233
trend_tsmom_v1,TEST,USDJPY,retail_jp,,2022-01-02,2025-06-30,3.49,0.055589,0.015619,0.498654,0.775562,-0.044332,0.031603,55589.425573,1.135234,74,1.271486,0.337838,10413.973101,-4178.773509,2.492112,751.208454,0.198752,6,21.198824,138.986486,3211.5,4826.39143,53974.534143,0.0595,43.398649,20.487475,0.472006,0.442579,1.449376,0.827174,0.932896
trend_tsmom_v1,TEST,EURUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.047698,0.013438,0.446494,0.721981,-0.048301,0.030883,47698.265333,0.93335,71,1.260612,0.394366,8240.076624,-4256.369305,1.93594,671.806554,0.138261,8,20.339412,138.690141,3707.413743,-9917.26317,61322.942245,0.060457,52.217095,24.662797,0.451905,0.607228,1.297373,0.802274,0.835314
trend_tsmom_v1,TEST,EURJPY,retail_jp,,2022-01-02,2025-06-30,3.49,-0.028787,-0.008333,-0.290441,-0.408977,-0.046827,0.025413,-28787.1615,-0.606854,59,0.819857,0.288136,7706.738327,-3804.802692,2.025529,-487.917992,-0.134861,6,16.901765,142.135593,3121.0,3126.578329,-28792.739829,,52.898305,15.210921,0.384873,0.430379,0.848963,0.293903,-0.543366
trend_tsmom_v1,TEST,GBPUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.002397,0.000686,0.093017,0.136927,-0.049873,0.023076,2397.162981,0.046435,46,1.024114,0.369565,5988.583389,-3427.88809,1.747018,52.112239,0.036268,5,13.177647,144.0,3276.745085,-4890.45755,10564.365616,0.31017,71.233589,13.972906,0.304021,0.537958,1.048572,0.569155,0.174019
trend_tsmom_v1,TEST,AUDUSD,retail_jp,,2022-01-02,2025-06-30,3.49,0.018303,0.005209,0.241321,0.347043,-0.033962,0.022524,18302.633696,0.513107,47,1.169785,0.425532,6305.088168,-3992.560358,1.579209,389.417738,0.089914,5,13.464118,146.340426,4615.362628,-3446.752169,26364.748492,0.175058,98.199205,10.615311,0.315664,0.39267,0.630415,0.674014,0.451471
trend_tsmom_v1,FORWARD,portfolio,retail_jp,,2025-07-01,2026-09-25,1.23,-0.088507,-0.072304,-1.270989,-1.627759,-0.104471,0.057389,-88506.79371,-0.837897,83,0.595478,0.313253,5011.021593,-3838.479915,1.30547,-1066.346912,-0.273432,10,67.218958,143.325301,4917.656243,-2766.17594,-80822.961527,,59.24887,85.477159,0.761455,1.275174,3.067096,0.075204,-1.416629
trend_tsmom_v1,FORWARD,portfolio_stress_2x,stress_2x,,2025-07-01,2026-09-25,1.23,-0.102185,-0.083595,-1.486713,-1.875729,-0.117364,0.057251,-102185.34726,-0.861458,83,0.543046,0.313253,4670.675578,-3923.208988,1.190524,-1231.148762,-0.311448,10,67.218958,143.301205,9474.05377,-13021.143458,-79690.150032,,114.145226,85.09168,0.761325,1.267947,3.105851,0.045441,-1.657074
trend_tsmom_v1,FORWARD,portfolio_ibkr,ibkr,2026-09-17 23:00:00+00:00,2025-07-01,2026-09-25,1.23,-0.143322,-0.117751,-2.088509,-2.553338,-0.15162,0.058781,-143322.323565,-0.936119,81,0.414419,0.308642,4057.199213,-4370.576855,0.928298,-1769.411402,-0.446085,8,65.599224,143.851852,54138.2326,-7478.914015,-81705.17695,,668.373242,83.613645,0.74437,1.279875,3.223642,0.008053,-2.327828
trend_tsmom_v1,FORWARD,USDJPY,retail_jp,,2025-07-01,2026-09-25,1.23,-0.04433,-0.036055,-1.375746,-1.665757,-0.049291,0.026277,-44329.739135,-0.894686,24,0.408291,0.25,5098.061205,-4162.11702,1.224872,-1847.072464,-0.431501,6,19.436807,141.791667,1232.0,3252.87524,-46350.614375,,51.333333,23.241902,0.440461,0.576428,1.633611,0.051499,-1.533391
trend_tsmom_v1,FORWARD,EURUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.015031,-0.01219,-0.505094,-0.716603,-0.026051,0.023586,-15030.615862,-0.575396,25,0.766381,0.4,4930.765906,-4289.218328,1.149572,-601.224634,-0.145251,3,20.246674,146.12,1415.477095,-4361.305716,-9253.833052,,56.619084,27.908176,0.472819,0.711057,1.109959,0.287911,-0.562972
trend_tsmom_v1,FORWARD,EURJPY,retail_jp,,2025-07-01,2026-09-25,1.23,-0.031923,-0.025933,-1.128447,-1.386972,-0.043998,0.02291,-31923.126559,-0.7178,21,0.436553,0.333333,3533.393213,-4046.919932,0.873107,-1520.148884,-0.339834,6,17.007206,135.190476,1134.5,114.481404,-30903.107964,,54.02381,22.420748,0.367461,0.590347,1.140121,0.093955,-1.257754
trend_tsmom_v1,FORWARD,GBPUSD,retail_jp,,2025-07-01,2026-09-25,1.23,0.011562,0.009353,0.398402,0.657069,-0.015074,0.023942,11561.643583,0.756207,16,1.401908,0.5,5041.070471,-3595.865024,1.401908,722.602724,0.134945,3,12.957871,161.1875,1344.707335,-2468.719714,15375.070631,0.08746,84.044208,17.082067,0.333808,0.669237,0.875955,0.6739,0.444054
trend_tsmom_v1,FORWARD,AUDUSD,retail_jp,,2025-07-01,2026-09-25,1.23,-0.003348,-0.002712,-0.15851,-0.22958,-0.017801,0.016203,-3347.523276,-0.185588,9,0.827035,0.222222,8003.093204,-2764.815669,2.894621,-371.947031,-0.066796,5,7.288803,145.444444,1856.66407,-1045.278899,-445.580307,,206.296008,8.009979,0.169428,0.519009,0.730629,0.43014,-0.176674
