candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,regime4h,HIGH_VOL,11,10257.419569132186,0.36363636363636365,1.6537592409262183
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,regime4h,NEUTRAL,39,15013.76944387333,0.38461538461538464,1.352225805759681
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,regime4h,RANGE,42,111312.12112819898,0.42857142857142855,2.9899334535458735
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,regime4h,TREND,70,53053.4480228303,0.3142857142857143,1.5080662860758571
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,month_dir,DOWN,37,-16779.5349944522,0.2972972972972973,0.7246747427939932
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,month_dir,FLAT,96,184414.37457080832,0.3645833333333333,2.4818728663979854
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,month_dir,UP,29,22001.918587678658,0.4482758620689655,1.6610361878828233
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,month_vol,HIGH_VOL,36,2613.4399238306414,0.4166666666666667,1.0620109374785989
v6_trend_carry_mkt_5p,v6_trend_carry_mkt_5p,month_vol,LOW_VOL,126,187023.3182402041,0.3492063492063492,2.05943973855747
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,regime4h,HIGH_VOL,11,4899.852732001606,0.45454545454545453,1.3050796634526387
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,regime4h,NEUTRAL,29,102561.93671180934,0.4827586206896552,4.519054240108485
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,regime4h,RANGE,35,104366.09949815848,0.42857142857142855,3.008537949482262
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,regime4h,TREND,64,34434.320070313406,0.390625,1.38939193218865
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,month_dir,DOWN,32,6182.5307830669135,0.4375,1.128839240166761
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,month_dir,FLAT,80,225711.79996752474,0.3875,3.2823384175384485
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,month_dir,UP,27,14367.87826169116,0.5185185185185185,1.371104743585293
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,month_vol,HIGH_VOL,40,-179.47493334642058,0.425,0.997273563352563
v6_carry_trend_mkt_7p,v6_carry_trend_mkt_7p,month_vol,LOW_VOL,99,246441.68394562925,0.42424242424242425,3.057620724244636
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,regime4h,HIGH_VOL,14,-9301.4533429272,0.2857142857142857,0.5345590528918897
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,regime4h,NEUTRAL,64,224288.42335434194,0.453125,5.464774926424922
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,regime4h,RANGE,64,15146.91324795954,0.46875,1.270276018582389
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,regime4h,TREND,86,54198.52734776697,0.37209302325581395,1.665772763777884
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,month_dir,DOWN,48,11332.977449144842,0.5208333333333334,1.2144713403288483
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,month_dir,FLAT,123,57653.49108326285,0.34146341463414637,1.4938912783346843
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,month_dir,UP,57,215345.94207473355,0.49122807017543857,6.653015749466509
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,month_vol,HIGH_VOL,59,40220.82720650979,0.3559322033898305,1.7682369621295333
v6_carry_trend_daily_mkt_7p,v6_carry_trend_daily_mkt_7p,month_vol,LOW_VOL,169,244111.58340063144,0.4378698224852071,2.5717304858653938
