candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v5_carry_trend_weekly_10p,AUDJPY,14,-8766.605127958497,0.645056589181022,0.2857142857142857,40.035714285716445,9007.3458513138
v5_carry_trend_weekly_10p,AUDUSD,27,-7175.399625634413,0.721073539525951,0.37037037037037035,42.11783064814648,-1924.9960159813363
v5_carry_trend_weekly_10p,EURJPY,12,15257.379023587282,2.3155770138583573,0.5,25.750000000000806,424.03744246575195
v5_carry_trend_weekly_10p,EURUSD,15,53368.63187564828,4.325268329993416,0.5333333333333333,21.764376000013577,1198.641572602739
v5_carry_trend_weekly_10p,GBPJPY,4,-16086.021020470635,0.0,0.0,35.000000000005855,-229.34789829607882
v5_carry_trend_weekly_10p,GBPUSD,9,-14450.114288880413,0.03174014876013031,0.2222222222222222,39.84293250001437,-895.2667273099146
v5_carry_trend_weekly_10p,NZDUSD,15,-6899.70661734078,0.6599301660254275,0.4,49.38855083333035,-47.090520757928196
v5_carry_trend_weekly_10p,USDCAD,29,-21454.606505416046,0.4698140067611093,0.27586206896551724,37.63105694384802,-1996.453121575343
v5_carry_trend_weekly_10p,USDCHF,16,-17450.841010547345,0.37869627881046275,0.3125,35.09686420068442,11739.329525684927
v5_carry_trend_weekly_10p,USDJPY,15,52285.73153609986,2.730854331763988,0.2,15.966666666666258,16411.67679109588
v5_carry_trend_daily_10p,AUDJPY,20,-10721.157945265237,0.5649856218899032,0.25,41.8999999999988,7076.913123644921
v5_carry_trend_daily_10p,AUDUSD,40,2362.8642819284005,1.0826859511785818,0.35,46.45694281249655,-1536.7942420248608
v5_carry_trend_daily_10p,EURJPY,25,4997.906217274466,1.2385593348867867,0.24,27.90000000000043,241.73385136986147
v5_carry_trend_daily_10p,EURUSD,27,85404.19072990131,4.555308964780765,0.5555555555555556,22.380548055570625,95.82540582191714
v5_carry_trend_daily_10p,GBPJPY,9,-4141.263996940641,0.7508000233656986,0.1111111111111111,53.16666666666929,4510.773004740227
v5_carry_trend_daily_10p,GBPUSD,28,-22355.286684609287,0.41862687645503255,0.25,42.674792500006255,-4133.122990666569
v5_carry_trend_daily_10p,NZDUSD,27,-26632.51011412549,0.3368820725335977,0.14814814814814814,72.61524953703533,-46.19081527666105
v5_carry_trend_daily_10p,USDCAD,52,-10304.553506456028,0.7596470963488825,0.38461538461538464,44.60581984853414,-2048.10816780822
v5_carry_trend_daily_10p,USDCHF,30,-19926.70644408735,0.49319285054126605,0.26666666666666666,64.57613600064833,10311.480364726025
v5_carry_trend_daily_10p,USDJPY,33,103926.39103521063,3.325742095469919,0.24242424242424243,25.56060606060602,34509.20577499999
