bar,equity,cash,gross_notional,open_positions
2026-09-25 13:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 14:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 15:00:00+00:00,999254.19,1000000.0,2706950.13,1
2026-09-25 16:00:00+00:00,1000357.64,1000000.0,2706294.33,1
2026-09-25 17:00:00+00:00,1000459.95,1000000.0,2706949.59,1
2026-09-25 18:00:00+00:00,998488.38,1000000.0,2706932.55,1
