candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v4_carry_trend_daily,True,trend_carry,2014-01-02,2026-09-25,12.73,0.261184,0.018398,0.505282,0.702584,-0.075806,0.03835,261184.203964,2.662666,251,2.305985,0.36255,5535.08052,-1365.176673,4.054479,1136.510198,0.234447,18,19.719886,1079.322709,9077.773963,62202.703476,232139.130088,0.039105,36.16643,4.939086,0.963197,1.802038,0.6923076923076923,0.235959301052417,0.038407013192677475,0.21453744816869214,6,0.8326248376198091,1.458732,0.10241,0.8606,6,"{""threshold"": 0.5}",2,0.4253865313860023,0.9281379651958147,20499.65577949636,1.093850745591765,0.2180530683143863,0.09786718066373523,single_regime_dependence;top1_trade_dependence,REJECTED
v4_carry_trend_daily_fast,True,trend_carry,2014-01-02,2026-09-25,12.73,-0.0329,-0.002625,-0.083373,-0.113339,-0.098146,0.023927,-32899.977906,-0.327443,501,0.952573,0.313373,2240.601537,-1073.513773,2.087166,-34.958676,-0.008671,16,39.361207,353.936128,17579.76815,27279.195735,-27213.724095,,35.089358,11.068318,0.383008,-0.297342,0.46153846153846156,0.3246542037984581,-0.05973386456079255,0.02853860799993302,4,0.7373880312612162,0.791124,-0.092119,0.1531,6,"{""threshold"": 1.0}",2,,,-92277.02299324417,0.7501222931158461,,0.02658376068227475,profit_factor;sharpe;positive_years;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
v4_carry_trend_h4,True,trend_carry,2014-01-02,2026-09-25,12.73,-0.022024,-0.001748,-0.045796,-0.063827,-0.084877,0.02407,-22023.595305,-0.251749,1945,0.977434,0.300257,1082.282257,-475.124784,2.277891,-7.50231,-0.002324,21,152.809475,96.1491,28631.050995,24499.486716,-10460.427932,,14.720335,41.073394,0.435121,-0.163326,0.46153846153846156,0.39273690908228726,-0.05673766121240942,0.03680213285341005,3,1.0,0.934379,-0.049705,0.1868,6,"{""threshold"": 1.0}",2,,,-71412.99762588344,0.889563800293432,,0.0108090748419849,profit_factor;sharpe;positive_years;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
