candidate,is_v2,params,full_n_trades,full_net_return,full_sharpe,full_profit_factor,full_max_drawdown,full_cost_ratio,A_n_trades,A_net_return,A_sharpe,A_profit_factor,A_max_drawdown,A_cost_ratio,B_n_trades,B_net_return,B_sharpe,B_profit_factor,B_max_drawdown,B_cost_ratio
v4_carry_trend_daily,True,"{""threshold"": 0.5}",317,0.318295,0.469814,2.042082,-0.079859,0.042466,182,0.070957,0.292536,2.382159,-0.066855,0.030098,40,0.219141,0.868085,3.68391,-0.079859,0.034761
v4_carry_trend_daily,True,"{""threshold"": 1.0}",384,0.134164,0.2741,1.405381,-0.089631,0.128756,226,0.020607,0.11544,1.190911,-0.064724,0.150059,75,0.07419,0.432411,2.009922,-0.089631,0.094553
v4_carry_trend_daily_fast,True,"{""threshold"": 0.5}",658,0.053031,0.126963,1.100689,-0.082771,0.508257,388,-0.004914,-0.010736,1.026151,-0.059564,0.490126,108,0.022155,0.179548,1.234308,-0.082771,
v4_carry_trend_daily_fast,True,"{""threshold"": 1.0}",590,0.057425,0.163901,1.15015,-0.067402,0.492681,362,-0.026983,-0.172193,0.928777,-0.053161,,102,0.034888,0.304368,1.37164,-0.058283,0.479226
v4_carry_trend_h4,True,"{""threshold"": 0.5}",2338,0.028316,0.07468,1.032078,-0.10011,0.876111,1496,-0.035716,-0.158486,0.946423,-0.084218,98.269582,385,0.026754,0.213265,1.158447,-0.053874,0.621517
v4_carry_trend_h4,True,"{""threshold"": 1.0}",2371,0.047949,0.128909,1.062321,-0.071328,0.70738,1500,-0.039075,-0.223504,0.917668,-0.071328,,406,0.036321,0.29824,1.208835,-0.059855,0.400497
