candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v4_carry_trend_daily,v4_carry_trend_daily,regime4h,HIGH_VOL,16,-785.2007841265222,0.375,0.9511781884500633
v4_carry_trend_daily,v4_carry_trend_daily,regime4h,NEUTRAL,76,276134.386934551,0.4342105263157895,5.818871362353068
v4_carry_trend_daily,v4_carry_trend_daily,regime4h,RANGE,75,18799.937689729915,0.4,1.2894782716456674
v4_carry_trend_daily,v4_carry_trend_daily,regime4h,TREND,118,36708.90106176175,0.3050847457627119,1.3203269495332277
v4_carry_trend_daily,v4_carry_trend_daily,month_dir,DOWN,56,7215.35815032801,0.44642857142857145,1.1310779902165102
v4_carry_trend_daily,v4_carry_trend_daily,month_dir,FLAT,156,70852.98372524306,0.3141025641025641,1.5145821798468133
v4_carry_trend_daily,v4_carry_trend_daily,month_dir,UP,73,252789.68302634507,0.4246575342465753,5.19975545462919
v4_carry_trend_daily,v4_carry_trend_daily,month_vol,HIGH_VOL,73,36742.935024486054,0.3013698630136986,1.5322674566113592
v4_carry_trend_daily,v4_carry_trend_daily,month_vol,LOW_VOL,212,294115.0898774301,0.3915094339622642,2.5993453193110883
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,regime4h,HIGH_VOL,65,10442.958208450971,0.4153846153846154,1.2074704454672702
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,regime4h,NEUTRAL,159,29664.95844072781,0.29559748427672955,1.2980191481540468
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,regime4h,RANGE,194,121.8635792707646,0.31958762886597936,1.0008393984998436
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,regime4h,TREND,363,-110729.85362426446,0.2892561983471074,0.6379438726469175
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,month_dir,DOWN,183,1070.314394294934,0.32786885245901637,1.007085191559676
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,month_dir,FLAT,422,-169249.40883300544,0.25829383886255924,0.48368733107433143
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,month_dir,UP,176,97679.02104289558,0.4090909090909091,1.800495167628456
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,month_vol,HIGH_VOL,185,41419.704296967204,0.34594594594594597,1.2579486729013272
v4_carry_trend_daily_fast,v4_carry_trend_daily_fast,month_vol,LOW_VOL,596,-111919.77769278211,0.29697986577181207,0.745820277812702
v4_carry_trend_h4,v4_carry_trend_h4,regime4h,HIGH_VOL,104,-3020.9420740583987,0.27884615384615385,0.9300032953466922
v4_carry_trend_h4,v4_carry_trend_h4,regime4h,NEUTRAL,437,-9710.142034670513,0.2951945080091533,0.9291986221768702
v4_carry_trend_h4,v4_carry_trend_h4,regime4h,RANGE,645,13773.503488655333,0.35038759689922483,1.0669414548786391
v4_carry_trend_h4,v4_carry_trend_h4,regime4h,TREND,861,-14808.99229899975,0.2659698025551684,0.9484252015662131
v4_carry_trend_h4,v4_carry_trend_h4,month_dir,DOWN,454,19224.781183303247,0.32158590308370044,1.1364633845475878
v4_carry_trend_h4,v4_carry_trend_h4,month_dir,FLAT,1151,-116511.31037885605,0.2675933970460469,0.7028275214192126
v4_carry_trend_h4,v4_carry_trend_h4,month_dir,UP,442,83519.95627647947,0.3597285067873303,1.5955064640042218
v4_carry_trend_h4,v4_carry_trend_h4,month_vol,HIGH_VOL,476,-16843.705533752578,0.31932773109243695,0.9101215766597291
v4_carry_trend_h4,v4_carry_trend_h4,month_vol,LOW_VOL,1571,3077.132614679256,0.2934436664544876,1.0063342880022044
