candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v9_tsmom_multi,True,trend_multi,2014-01-02,2026-09-25,12.73,-0.214228,-0.018763,-0.162284,-0.233403,-0.343228,0.085645,-214227.7432,-0.524944,1231,0.904952,0.3355,4000.648885,-2232.037266,1.792375,-140.973594,-0.018827,22,96.713863,228.704305,130554.171446,-97023.215844,54038.893091,2.41593,106.055379,66.665173,0.281873,-0.57877,0.3076923076923077,0.48363123412816295,-0.1358033176560447,-0.0907483529454356,4,1.0,0.783206,-0.402736,0.0684,347,"{""agree"": ""all""}",1,,,-357500.3043897813,0.8041959498082246,,-0.08552485325478532,profit_factor;sharpe;positive_years;single_year_dependence;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
