candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v10_carry_vix,True,carry_riskfilter,2014-01-02,2026-09-25,12.73,-0.129018,-0.010794,-0.171799,-0.233543,-0.299883,0.053742,-129018.215677,-0.411932,490,0.898286,0.491837,3534.942668,-3808.778105,0.928104,-196.866459,-0.011822,13,38.496989,462.385714,49914.192656,68183.554311,-114733.926668,,101.865699,26.488816,0.26965,-0.612706,0.5384615384615384,0.27545059086070695,-0.22093695058935336,0.11798625924059336,3,1.0,0.753201,-0.26608,0.1419,349,"{""calm"": ""below_median""}",2,,,-182429.13379754417,0.8076424765191115,,0.15211774299587844,profit_factor;sharpe;positive_years;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
