spec_id,year,return,trades,pnl_jpy
mr_rsi_bb_v1,2013.0,-0.12991211317954898,215.0,-106351.9425983779
mr_rsi_bb_v1,2014.0,-0.05236921747829437,250.0,-36654.094092661515
mr_rsi_bb_v1,2015.0,-0.0053029255736137815,243.0,-3725.924897692431
mr_rsi_bb_v1,2016.0,-0.10298804791192351,235.0,-69368.78435213263
mr_rsi_bb_v1,2017.0,0.006518843322780077,239.0,3669.4046607975533
mr_rsi_bb_v1,2018.0,-0.11942549337676878,214.0,-71963.53002206504
mr_rsi_bb_v1,2019.0,-0.024805199027363667,274.0,-13207.185587625032
mr_rsi_bb_v1,2020.0,-0.09007886882379934,235.0,-46771.561106718254
mr_rsi_bb_v1,2021.0,-0.07048498893212607,250.0,-33842.92253251285
mr_rsi_bb_v1,2022.0,-0.0679535676310461,260.0,-29418.540887297102
mr_rsi_bb_v1,2023.0,-0.09371646836820713,256.0,-38241.397105203956
mr_rsi_bb_v1,2024.0,-0.008371567236300614,275.0,-3165.297251383886
mr_rsi_bb_v1,2025.0,-0.10247862862857027,231.0,-37636.846142564464
mr_rsi_bb_v1,2026.0,-0.027359636224270067,158.0,-9032.850557786787
mr_zscore_v1,2010.0,-0.09661098787820444,278.0,-96471.58805920911
mr_zscore_v1,2011.0,-0.049368071311394646,286.0,-42233.09415025936
mr_zscore_v1,2012.0,-0.2190882995088289,288.0,-191049.58565265054
mr_zscore_v1,2013.0,-0.0693252827835652,275.0,-47054.8638526773
mr_zscore_v1,2014.0,0.10459419002681725,288.0,68220.9601865674
mr_zscore_v1,2015.0,-0.09263828016207853,250.0,-65849.97985227201
mr_zscore_v1,2016.0,-0.1692902249345084,270.0,-110939.55416264532
mr_zscore_v1,2017.0,-0.042917404632568434,265.0,-17264.42509358297
mr_zscore_v1,2018.0,-0.1097323520186747,271.0,-56236.21282022411
mr_zscore_v1,2019.0,-0.058998591966049174,258.0,-26016.657522017955
mr_zscore_v1,2020.0,-0.1628706024405795,283.0,-66679.09578770923
mr_zscore_v1,2021.0,-0.006674930197380746,275.0,-1858.5194197901267
mr_zscore_v1,2022.0,-0.1136212607952477,286.0,-39471.66232216646
mr_zscore_v1,2023.0,0.1861907017328397,272.0,57186.26346459454
mr_zscore_v1,2024.0,0.10194270836483033,284.0,36725.19549978955
mr_zscore_v1,2025.0,0.08740212565305328,255.0,35495.47238976446
mr_zscore_v1,2026.0,-0.14126192057413933,177.0,-61661.20307666349
mtf_pullback_v1,2010.0,0.02785211241320895,84.0,27852.112413209477
mtf_pullback_v1,2011.0,0.007774050555380718,97.0,6975.320852478017
mtf_pullback_v1,2012.0,-0.017164303140035808,127.0,-16764.264447006775
mtf_pullback_v1,2013.0,-0.025307230219949184,92.0,-25764.35899174482
mtf_pullback_v1,2014.0,0.04582019508240198,91.0,45467.325046305734
mtf_pullback_v1,2015.0,-0.016793823178199663,90.0,-17432.519411702477
mtf_pullback_v1,2016.0,-0.07260851513951039,94.0,-74080.77404414992
mtf_pullback_v1,2017.0,0.03529545284770341,82.0,33398.42254625272
mtf_pullback_v1,2018.0,0.068206149939541,89.0,66818.24099836538
mtf_pullback_v1,2019.0,-0.04741683605260061,98.0,-49620.27295082959
mtf_pullback_v1,2020.0,-0.0689551063355518,112.0,-68737.84479384383
mtf_pullback_v1,2021.0,-0.14098121145840792,110.0,-130846.26773824409
mtf_pullback_v1,2022.0,0.012492702163837466,79.0,9959.995683268891
mtf_pullback_v1,2023.0,-0.1450903115198411,110.0,-117120.54342554546
mtf_pullback_v1,2024.0,0.028888264440739997,104.0,19935.923360097302
mtf_pullback_v1,2025.0,0.010593607317384235,82.0,7521.890184497577
mtf_pullback_v1,2026.0,-0.08118703304540331,65.0,-58256.7610859801
regime_switch_v1,2010.0,-0.021839855325392787,295.0,-33817.20168549393
regime_switch_v1,2011.0,-0.22148557954677628,328.0,-214476.15975312045
regime_switch_v1,2012.0,0.010649295591028007,309.0,15678.958960976444
regime_switch_v1,2013.0,-0.040219664348160156,328.0,-28126.666734699123
regime_switch_v1,2014.0,-0.06819604535637891,300.0,-54673.46492277481
regime_switch_v1,2015.0,0.07520906309908582,325.0,55107.822938917925
regime_switch_v1,2016.0,0.01609042973442043,302.0,7531.222691768363
regime_switch_v1,2017.0,-0.18232171232128092,342.0,-135614.98777818403
regime_switch_v1,2018.0,-0.11542151958190927,338.0,-73517.79658407756
regime_switch_v1,2019.0,-0.20028831708206907,359.0,-118394.87448968412
regime_switch_v1,2020.0,-0.20563434173704076,286.0,-74178.18705596087
regime_switch_v1,2021.0,-0.1688847641342196,341.0,-59452.98165851511
regime_switch_v1,2022.0,0.01552572320341361,320.0,5558.600464070696
regime_switch_v1,2023.0,-0.06396696431929894,363.0,-18654.320194422246
regime_switch_v1,2024.0,-0.02763446799418723,326.0,-7440.422562998863
regime_switch_v1,2025.0,-0.22516858633798587,310.0,-59942.58027330003
regime_switch_v1,2026.0,-0.05092349398252893,238.0,-10399.075047721397
trend_donchian_v1,2010.0,0.051226285739295774,110.0,8202.28167220367
trend_donchian_v1,2011.0,-0.09396619846875298,121.0,-73148.39993428026
trend_donchian_v1,2012.0,0.08154295140435908,105.0,20822.624903791846
trend_donchian_v1,2013.0,0.0030975242475568265,122.0,25150.741799848503
trend_donchian_v1,2014.0,0.10723313390022082,104.0,151405.91465931485
trend_donchian_v1,2015.0,0.09887287069302197,106.0,112950.36404449232
trend_donchian_v1,2016.0,-0.05617892328156571,112.0,-58785.18172133878
trend_donchian_v1,2017.0,-0.04083070868293481,124.0,-89213.27948833587
trend_donchian_v1,2018.0,-0.0648214980599422,118.0,-76897.05787488061
trend_donchian_v1,2019.0,-0.20258073669816767,133.0,-191586.76114453364
trend_donchian_v1,2020.0,-0.1456968563156933,133.0,-135628.48677683453
trend_donchian_v1,2021.0,-0.09763703422722347,122.0,-56055.17064138662
trend_donchian_v1,2022.0,0.23148065329931367,95.0,168456.61644566857
trend_donchian_v1,2023.0,-0.12386541322243105,124.0,-109039.61407131141
trend_donchian_v1,2024.0,-0.04758884125352125,134.0,-40840.37601546922
trend_donchian_v1,2025.0,-0.21597865619476864,129.0,-128656.25930584551
trend_donchian_v1,2026.0,-0.002834670697799857,89.0,-1494.262519133642
trend_ema_adx_v1,2010.0,0.13347549440181572,289.0,122762.70650524135
trend_ema_adx_v1,2011.0,-0.22799683620734212,299.0,-278923.55972520536
trend_ema_adx_v1,2012.0,-0.02691270811591906,275.0,-96.30191554238263
trend_ema_adx_v1,2013.0,0.028563400515533965,278.0,35558.86930330339
trend_ema_adx_v1,2014.0,0.08481393744336341,283.0,52022.70525252356
trend_ema_adx_v1,2015.0,0.02628775336746414,291.0,27618.929516581004
trend_ema_adx_v1,2016.0,-0.06816754207151743,305.0,-54069.132219869956
trend_ema_adx_v1,2017.0,0.08980077297450229,269.0,79261.75248706745
trend_ema_adx_v1,2018.0,-0.006502204315464666,283.0,-10730.493586593358
trend_ema_adx_v1,2019.0,0.025884296240838545,276.0,-7551.597794851692
trend_ema_adx_v1,2020.0,0.00041969314737499985,322.0,41316.671809317435
trend_ema_adx_v1,2021.0,-0.10856989464940481,292.0,-107137.92922885166
trend_ema_adx_v1,2022.0,-0.04724274879290402,286.0,-57630.522132221166
trend_ema_adx_v1,2023.0,-0.08904244906908854,302.0,-66172.85349486748
trend_ema_adx_v1,2024.0,-0.11319356149746762,230.0,-89285.18442837613
trend_ema_adx_v1,2025.0,-0.05168864974951737,282.0,-30303.343488627423
trend_ema_adx_v1,2026.0,0.0154522043312173,214.0,10439.291959731063
trend_tsmom_v1,2010.0,0.11839686936692129,57.0,111556.85471486727
trend_tsmom_v1,2011.0,-0.03745734124436506,64.0,-50247.40668935665
trend_tsmom_v1,2012.0,0.11697476219119363,70.0,136651.9931783166
trend_tsmom_v1,2013.0,-0.013150238040429363,70.0,-14952.299827682158
trend_tsmom_v1,2014.0,-0.019345740365039554,69.0,-26038.467963869058
trend_tsmom_v1,2015.0,0.05020270797297255,58.0,61112.75292169995
trend_tsmom_v1,2016.0,0.034997422938604084,64.0,40409.389174046526
trend_tsmom_v1,2017.0,0.015309178368007936,66.0,11827.369639380631
trend_tsmom_v1,2018.0,0.05250440023685754,63.0,68900.29627260403
trend_tsmom_v1,2019.0,-0.05409465617081011,66.0,-59863.0989371894
trend_tsmom_v1,2020.0,-0.09767411528651704,73.0,-121452.80845824108
trend_tsmom_v1,2021.0,-0.012303059343911293,70.0,-37584.86620694493
trend_tsmom_v1,2022.0,0.026232767029247483,77.0,49022.33440928675
trend_tsmom_v1,2023.0,0.10502696994872451,64.0,117421.45091357215
trend_tsmom_v1,2024.0,0.006351990117795969,73.0,1098.4036828680892
trend_tsmom_v1,2025.0,-0.02781916137510365,69.0,-22708.61412219842
trend_tsmom_v1,2026.0,-0.08451445827003845,54.0,-107808.12490653666
