candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v16_equity_rebal,True,equity_rebalancing,2014-01-02,2026-09-25,12.73,-0.258671,-0.023241,-0.299149,-0.406844,-0.325507,0.068911,-258671.010374,-0.754619,236,0.752919,0.394068,7368.83014,-6364.979358,1.157715,-952.92731,-0.12232,13,18.541407,1001.711864,16192.15866,-71154.542077,-137544.144534,,68.610842,11.014972,0.142297,-1.066887,0.46153846153846156,0.4990987710746925,-0.12255344035926063,-0.1551291853836897,4,1.0,0.641827,-0.356786,0.0174,364,"{""threshold"": 1.0}",1,,,-436177.2143388181,0.5207855142444685,,-0.10173125596246124,profit_factor;sharpe;positive_years;single_year_dependence;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
v16_equity_rebal_carry,True,equity_rebalancing,2014-01-02,2026-09-25,12.73,-0.344771,-0.032669,-0.56587,-0.739238,-0.394941,0.055075,-344770.767331,-0.850446,163,0.55883,0.337423,8208.389727,-7480.263294,1.09734,-2186.546017,-0.216046,17,12.806141,1132.515337,12854.99997,65124.53524,-408676.53599,,78.86503,9.720901,0.020299,-2.018119,0.23076923076923078,0.6381409632400549,-0.28283550498776444,-0.08636130591184032,1,1.0,0.476585,-0.399286,0.0009,364,"{""threshold"": 1.0}",2,,,-505056.2566011386,0.3748285806629129,,0.01261189970544585,profit_factor;sharpe;positive_years;single_year_dependence;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
