candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v16_equity_rebal,v16_equity_rebal,regime4h,HIGH_VOL,21,-45491.899278099125,0.3333333333333333,0.504586579515686
v16_equity_rebal,v16_equity_rebal,regime4h,NEUTRAL,47,-9189.992994803051,0.48936170212765956,0.9412593913276333
v16_equity_rebal,v16_equity_rebal,regime4h,RANGE,70,-87474.99662682773,0.38571428571428573,0.6234185592871452
v16_equity_rebal,v16_equity_rebal,regime4h,TREND,98,-82733.95637091987,0.3673469387755102,0.8074290465512218
v16_equity_rebal,v16_equity_rebal,month_dir,DOWN,53,-186249.00733267237,0.2830188679245283,0.35241794276731714
v16_equity_rebal,v16_equity_rebal,month_dir,FLAT,127,14653.036295227665,0.4251968503937008,1.0382440041024956
v16_equity_rebal,v16_equity_rebal,month_dir,UP,56,-53294.87423320512,0.42857142857142855,0.7774179847446862
v16_equity_rebal,v16_equity_rebal,month_vol,HIGH_VOL,70,-75233.92310685027,0.34285714285714286,0.7267848664451441
v16_equity_rebal,v16_equity_rebal,month_vol,LOW_VOL,166,-149656.92216379958,0.41566265060240964,0.7642555476470074
v16_equity_rebal_carry,v16_equity_rebal_carry,regime4h,HIGH_VOL,16,-95102.26100129474,0.0625,0.07480906643643548
v16_equity_rebal_carry,v16_equity_rebal_carry,regime4h,NEUTRAL,40,-62236.301446792924,0.375,0.64106238500081
v16_equity_rebal_carry,v16_equity_rebal_carry,regime4h,RANGE,58,-126785.06565393972,0.3275862068965517,0.5598229031621658
v16_equity_rebal_carry,v16_equity_rebal_carry,regime4h,TREND,85,-204546.47716749023,0.35294117647058826,0.5343320501538072
v16_equity_rebal_carry,v16_equity_rebal_carry,month_dir,DOWN,44,-191186.04955663127,0.25,0.283140001296491
v16_equity_rebal_carry,v16_equity_rebal_carry,month_dir,FLAT,108,-260733.6858964845,0.3425925925925926,0.4871745571328715
v16_equity_rebal_carry,v16_equity_rebal_carry,month_dir,UP,47,-36750.36981640181,0.3617021276595745,0.8390563805094443
v16_equity_rebal_carry,v16_equity_rebal_carry,month_vol,HIGH_VOL,72,-333939.5739577585,0.16666666666666666,0.23007585973103095
v16_equity_rebal_carry,v16_equity_rebal_carry,month_vol,LOW_VOL,127,-154730.5313117591,0.41732283464566927,0.7284179645902347
