candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v9_tsmom_multi,AUDJPY,104,-22831.825196445003,0.8649734756540696,0.3173076923076923,110.61538461538409,-6229.13094713842
v9_tsmom_multi,AUDUSD,145,-75321.7072768324,0.6703839007472197,0.27586206896551724,122.50824024138291,-11725.831019329396
v9_tsmom_multi,EURJPY,113,-53256.86514211541,0.7070997063812425,0.34513274336283184,93.40265486725583,-5547.12135635579
v9_tsmom_multi,EURUSD,131,3678.721639024836,1.0207358852137154,0.3435114503816794,47.74341106872693,-13910.088765979752
v9_tsmom_multi,GBPJPY,85,1160.248258443903,1.007783628211917,0.29411764705882354,109.3882352941161,330.62873378059163
v9_tsmom_multi,GBPUSD,125,-34487.74638625957,0.7962167460130405,0.368,70.6725804600194,-14219.041143761986
v9_tsmom_multi,NZDUSD,119,-22467.36939401925,0.8714267865584597,0.35294117647058826,180.38843817226171,-10182.047684017978
v9_tsmom_multi,USDCAD,162,20549.042659008264,1.0939660286138195,0.345679012345679,110.2297488545454,-17965.31173860959
v9_tsmom_multi,USDCHF,133,-70591.71192094589,0.6625950250145468,0.3609022556390977,154.9178477170774,-12996.99048386465
v9_tsmom_multi,USDJPY,114,80030.71856170353,1.540682252332012,0.34210526315789475,56.298245614034656,-4578.281438299041
