bar,equity,cash,gross_notional,open_positions
2026-09-25 13:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 14:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 15:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 16:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 17:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 18:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 19:00:00+00:00,999048.0,1000000.0,1100841.0,1
2026-09-25 20:00:00+00:00,999006.0,1000000.0,1100743.0,1
