bar,equity,cash,gross_notional,open_positions
2026-09-25 13:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 14:00:00+00:00,1000000.0,1000000.0,0,0
2026-09-25 15:00:00+00:00,999718.0,1000000.0,2555731.5,2
2026-09-25 16:00:00+00:00,998752.0,1000000.0,2555086.5,2
2026-09-25 17:00:00+00:00,998731.0,1000000.0,2555589.0,2
2026-09-25 18:00:00+00:00,999430.0,1000000.0,2554905.0,2
