candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v5_carry_trend_weekly_10p,True,trend_carry,2014-01-02,2026-09-25,12.73,0.010568,0.000826,0.051877,0.069237,-0.087855,0.032517,10567.835004,0.113266,156,1.125491,0.333333,4937.684773,-2193.568846,2.250982,183.515694,0.119042,13,12.256184,1721.365385,5464.912201,33687.876899,405.483541,13.477519,35.031488,3.121365,0.573272,0.185014,0.6153846153846154,0.34002683553815355,-0.03614429540412911,0.048463821073017055,3,0.5024074322150804,0.776048,-0.082792,0.5089,2,"{""sizing"": ""risk_stop""}",1,2.1332056053285564,4.5913609736353465,-102815.09174159775,0.5493158770710136,1.1767273104676144,0.012680248215266365,sharpe;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;top5_trade_dependence;top1_trade_dependence,REJECTED
v5_carry_trend_daily_10p,True,trend_carry,2014-01-02,2026-09-25,12.73,0.083514,0.006322,0.191054,0.258557,-0.100988,0.038449,83514.387259,0.721368,291,1.320352,0.302405,4805.830332,-1577.848255,3.045813,352.611249,0.07091,26,22.862497,959.494845,12732.34515,48981.71531,66360.503413,0.191866,43.753763,5.812851,0.751262,0.681375,0.46153846153846156,0.30990958446237726,-0.011649078079707054,0.0962850979630483,4,0.9376252535810037,1.028386,-0.010477,0.7002,2,"{""threshold"": 0.5}",1,1.1819475516366227,2.2102625532527425,-124184.88757919526,0.6122895766963133,0.4773586946753252,0.023754650345854555,sharpe;positive_years;subperiod_not_positive;few_positive_pairs;single_regime_dependence;top5_trade_dependence;top1_trade_dependence,REJECTED
