candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v8_dollar_carry,AUDUSD,6,7359.765425395413,1.4045522258519805,0.3333333333333333,29.641845833334234,-8190.285192426505
v8_dollar_carry,EURUSD,7,10438.949885843344,1.557879671567432,0.2857142857142857,15.493121428585285,6970.806447674172
v8_dollar_carry,GBPUSD,4,-8431.477559869883,0.3986815099288013,0.25,23.339730625022142,-8161.666780955868
v8_dollar_carry,NZDUSD,2,28793.740996091932,,1.0,40.749944999987676,-6314.023508908081
v8_dollar_carry,USDCAD,10,-12326.554039993856,0.6576278189530912,0.2,31.9396877297794,-5455.781302253422
v8_dollar_carry,USDCHF,9,-5002.431290534791,0.7123587493511914,0.2222222222222222,39.59312251592395,16818.91046042982
v8_dollar_carry,USDJPY,6,70522.52980402937,4.990143522007983,0.3333333333333333,16.999999999997215,15146.886230680131
v8_dollar_carry_trend,AUDUSD,18,-11354.435103555998,0.6422634106556572,0.4444444444444444,59.63882375000162,-3098.720128895666
v8_dollar_carry_trend,EURUSD,17,-14379.830298897943,0.5842145784143304,0.35294117647058826,22.746790294133998,3815.6996259255457
v8_dollar_carry_trend,GBPUSD,14,-9941.877397288205,0.7213003469315489,0.35714285714285715,33.37755625001589,-3482.668276186401
v8_dollar_carry_trend,NZDUSD,18,-2996.9983623627427,0.8848089894100137,0.4444444444444444,85.03537666666021,-4251.100889072933
v8_dollar_carry_trend,USDCAD,18,-12603.641437744147,0.6214759842419181,0.5,51.43378222427194,-3510.175903328767
v8_dollar_carry_trend,USDCHF,20,-33518.98487828195,0.2950191125883898,0.2,84.9612591497577,9694.985347401795
v8_dollar_carry_trend,USDJPY,17,12939.08332635275,1.2870045879155665,0.4117647058823529,24.941176470590822,4750.486894922602
