candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v13_ratemom,v13_ratemom,regime4h,HIGH_VOL,14,95050.66223463774,0.5,2.4608594984563417
v13_ratemom,v13_ratemom,regime4h,NEUTRAL,27,-134143.7791177718,0.25925925925925924,0.3164481843773165
v13_ratemom,v13_ratemom,regime4h,RANGE,51,-37278.05892526291,0.3137254901960784,0.8702419759563245
v13_ratemom,v13_ratemom,regime4h,TREND,61,-44331.31049492664,0.4426229508196721,0.8547178127087417
v13_ratemom,v13_ratemom,month_dir,DOWN,34,17177.781599030146,0.38235294117647056,1.0798087828510063
v13_ratemom,v13_ratemom,month_dir,FLAT,85,-188529.11153285683,0.32941176470588235,0.6103145002670337
v13_ratemom,v13_ratemom,month_dir,UP,34,50648.84363050307,0.47058823529411764,1.3273926919300887
v13_ratemom,v13_ratemom,month_vol,HIGH_VOL,58,-34887.55925992988,0.39655172413793105,0.891613407746213
v13_ratemom,v13_ratemom,month_vol,LOW_VOL,95,-85814.9270433937,0.35789473684210527,0.8386505981147707
v13_carry_ratemom,v13_carry_ratemom,regime4h,HIGH_VOL,21,185170.88994638034,0.5238095238095238,2.813589139917493
v13_carry_ratemom,v13_carry_ratemom,regime4h,NEUTRAL,43,-7383.519499165862,0.4186046511627907,0.9627744208140886
v13_carry_ratemom,v13_carry_ratemom,regime4h,RANGE,49,20051.10716357381,0.3673469387755102,1.0785335288500255
v13_carry_ratemom,v13_carry_ratemom,regime4h,TREND,67,-318241.222036122,0.23880597014925373,0.3103750956519958
v13_carry_ratemom,v13_carry_ratemom,month_dir,DOWN,40,6416.310601523543,0.35,1.0267326823062246
v13_carry_ratemom,v13_carry_ratemom,month_dir,FLAT,90,-203775.94889246725,0.3,0.6205890874290176
v13_carry_ratemom,v13_carry_ratemom,month_dir,UP,50,76956.89386560996,0.44,1.3204751362450473
v13_carry_ratemom,v13_carry_ratemom,month_vol,HIGH_VOL,69,-70952.96645487178,0.3333333333333333,0.8187257177116796
v13_carry_ratemom,v13_carry_ratemom,month_vol,LOW_VOL,111,-49449.777970461946,0.36036036036036034,0.9209845423962033
