candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v3_carry_trend_xs,AUDJPY,29,21568.782897603032,1.203486847412361,0.41379310344827586,108.34482758620732,14817.747961287598
v3_carry_trend_xs,AUDUSD,32,-71832.83928547367,0.3883812434854624,0.4375,101.82135679686778,-80.04342307916534
v3_carry_trend_xs,EURJPY,30,22442.972700423743,1.2704085281358353,0.26666666666666666,64.38333333332427,1349.8592568493157
v3_carry_trend_xs,EURUSD,19,491861.46763372753,15.778729067140421,0.631578947368421,81.22425710531977,-13458.773228082195
v3_carry_trend_xs,GBPJPY,21,106653.89210738655,1.6730466968647382,0.3333333333333333,161.73809523809976,7423.579543982734
v3_carry_trend_xs,GBPUSD,25,64519.524948019374,1.9206723196591293,0.44,76.18721810004158,-10964.368252789965
v3_carry_trend_xs,USDJPY,23,-33051.31833999908,0.7542209074689895,0.34782608695652173,63.95652173914454,8115.4490452054715
v3_carry_trend_mh,AUDJPY,38,4849.0513753935775,1.103439260660343,0.39473684210526316,35.53947368421268,10476.180292996669
v3_carry_trend_mh,AUDUSD,39,-579.5059602270499,0.9828661185178412,0.28205128205128205,37.822612435900204,-1643.6153821774556
v3_carry_trend_mh,EURJPY,26,26795.596723471142,1.8472726662203063,0.34615384615384615,20.30769230768849,5003.871122602741
v3_carry_trend_mh,EURUSD,29,32819.771372399664,2.4351512803539346,0.4482758620689655,18.00491112070036,327.4400729452059
v3_carry_trend_mh,GBPJPY,15,-4973.738875083887,0.8184465432332753,0.26666666666666666,37.20000000000026,9065.559416326007
v3_carry_trend_mh,GBPUSD,27,7399.1662523112045,1.286120607520715,0.48148148148148145,25.294694444460195,-2956.6656004473807
v3_carry_trend_mh,USDJPY,28,138003.94516237735,5.967567778827732,0.4642857142857143,17.05357142857711,35545.585284246554
v3_carry_trend_7p,AUDJPY,18,6981.402589841404,1.3068454105818064,0.4444444444444444,44.444444444446724,10047.662423798654
v3_carry_trend_7p,AUDUSD,24,3297.4783818658343,1.118621082649628,0.375,37.780689791666724,-1499.0903841644622
v3_carry_trend_7p,EURJPY,16,25093.523682185587,2.280413870985298,0.5,27.25000000000086,4445.431328082192
v3_carry_trend_7p,EURUSD,21,81803.03163587308,3.8676027623241125,0.42857142857142855,24.264985476198184,105.92913767123196
v3_carry_trend_7p,GBPJPY,12,35070.988122270115,2.3726562232619193,0.25,49.999999999995794,18288.02654934896
v3_carry_trend_7p,GBPUSD,15,22155.903188420674,2.913027453385341,0.6,30.670637666675205,-3981.8598025089086
v3_carry_trend_7p,USDJPY,22,137021.31615625037,5.287476404742498,0.2727272727272727,19.18181818181952,33989.070948287655
v3_carry_only,AUDJPY,2,-23159.7914741546,0.0,0.0,53.75000000000006,4287.030712653221
v3_carry_only,AUDUSD,6,3892.1585710540676,1.225701267152643,0.3333333333333333,49.32921666666704,965.0101350106731
v3_carry_only,EURJPY,1,67070.89199999995,,1.0,51.00000000001569,4043.891999999998
v3_carry_only,EURUSD,5,67330.93865944204,5.003829212704202,0.2,16.931589000036745,29702.024812328826
v3_carry_only,GBPJPY,1,311299.91987834225,,1.0,93.99999999997453,89871.91987834236
v3_carry_only,GBPUSD,4,42813.848829557435,4.2165570536016075,0.25,46.97991500001757,1749.1333866534019
v3_carry_only,USDJPY,9,40435.762594828244,1.8532791477826938,0.2222222222222222,47.3333333333614,48951.99146027396
