candidate,year,return,trades,profit_factor,cost_jpy,swap_jpy
v3_carry_trend_xs,2014,0.14356464705271188,14,5.8661040770752395,2297.252047500276,-7477.812384184414
v3_carry_trend_xs,2015,0.10505213534053026,19,1.5072278969313035,2605.959742500619,-14333.472524466259
v3_carry_trend_xs,2016,0.040104129892475804,16,0.2623926823750558,2794.4009950003883,-2502.179697665428
v3_carry_trend_xs,2017,-0.009102718214980543,19,0.4662232531518242,567.0506800000406,-1302.6984370687092
v3_carry_trend_xs,2018,-0.01896437439536014,22,0.7156138261002221,712.845302500018,3378.7565054942866
v3_carry_trend_xs,2019,-0.013000158679566498,19,0.1359620264965418,774.3987350000743,462.4862358474693
v3_carry_trend_xs,2020,-0.009699336482413168,24,1.4525160074949224,1139.0110700000632,-4006.3443287442965
v3_carry_trend_xs,2021,0.03630223167078306,13,2.6251246525506176,4247.7066400004915,-15914.66024172761
v3_carry_trend_xs,2022,0.042588312732607436,11,0.9269701313768605,394.5539749999859,298.63244093290075
v3_carry_trend_xs,2023,0.04126543953005268,7,48.437746285464534,504.81079499999237,41811.19205014243
v3_carry_trend_xs,2024,0.05199094441385421,2,1.972850616385394,35.10015500002684,59.18525394368831
v3_carry_trend_xs,2025,0.014187556571831683,9,2.535673520646411,408.96750750005344,6660.566955806769
v3_carry_trend_xs,2026,0.0005042051807471193,4,0.0,165.66710999997312,69.79907506296918
v3_carry_trend_mh,2014,0.006928599273256397,42,1.5590669793098093,1038.9458950001067,-210.295689791921
v3_carry_trend_mh,2015,0.010270283047585371,25,1.1654115833473564,575.7527025001909,-1332.9493655389706
v3_carry_trend_mh,2016,-0.002801506834129275,39,0.9372113248988625,883.2204075000404,-1102.8996307199725
v3_carry_trend_mh,2017,-0.01763872003664979,10,0.5668783489490506,381.4847525000314,-1362.779740395524
v3_carry_trend_mh,2018,-0.015396876367085865,35,0.634842018008985,709.9827575002632,658.8134730995258
v3_carry_trend_mh,2019,0.004936401656847389,6,0.04620141351681329,107.50000000001921,708.0333705125479
v3_carry_trend_mh,2020,0.01671150804013699,11,6.265769232533832,323.4254325000668,-4026.772755923993
v3_carry_trend_mh,2021,-0.00024234219221008768,12,14.69665556834152,410.5463350000574,34817.766859861105
v3_carry_trend_mh,2022,0.03176647191214643,7,0.28240886999412834,443.39029249994957,6489.239639080338
v3_carry_trend_mh,2023,0.04307884008626739,4,26.390249750549568,100.30445750004444,8886.42937560629
v3_carry_trend_mh,2024,0.04166445820651998,6,0.0726000704496553,211.01850500010494,3702.8602007730337
v3_carry_trend_mh,2025,0.02642162690879979,4,7.374498018914032,315.2665100000456,8659.62618094542
v3_carry_trend_mh,2026,0.004058053255327154,1,0.0,90.20893000002607,-68.71671101554105
v3_carry_trend_7p,2014,0.04348557274674669,15,5.209973287732497,392.5685374998784,-3138.3560265077367
v3_carry_trend_7p,2015,0.008083912457572229,15,0.6093113636974242,361.1570650000752,-2031.8529323319217
v3_carry_trend_7p,2016,0.0138299696277695,15,0.8132484776324342,345.49284999998554,-933.1626360600699
v3_carry_trend_7p,2017,-0.0007236683728152338,7,2.273103052582462,151.45075000003922,-2251.24810069927
v3_carry_trend_7p,2018,-0.012748700085687847,15,0.8587414111528974,380.8151750000833,3134.0245916493845
v3_carry_trend_7p,2019,0.004864784952814283,10,0.4619052727542557,358.5614300000497,560.4186947085653
v3_carry_trend_7p,2020,0.007232945478460984,14,2.7295168965749617,454.3846075000144,-3723.197829514952
v3_carry_trend_7p,2021,0.013770580523657872,8,,312.63073250013315,35455.82876818833
v3_carry_trend_7p,2022,0.0340311857583413,12,0.5735591673897693,474.3163649999967,5793.636036931965
v3_carry_trend_7p,2023,0.0522736080533901,6,194.20889055543805,215.57632249998957,25601.06271223898
v3_carry_trend_7p,2024,0.06516758020135227,1,0.0,15.647502500034268,176.40593835616426
v3_carry_trend_7p,2025,0.007956910632763048,9,1.5927632543129198,635.2905674999741,2571.4088260216413
v3_carry_trend_7p,2026,0.015775523177084416,1,,36.47391500001466,180.20215753424648
v3_carry_only,2014,-0.0022464696955736274,1,0.0,21.003149999989247,118.43317184413529
v3_carry_only,2015,-0.020286176516453036,4,0.5456729667473977,159.81718749997265,827.6072518332705
v3_carry_only,2016,-0.0040014557380170235,4,0.0,65.01035750008442,1033.2212045658919
v3_carry_only,2017,-0.03490270044107824,8,0.0,138.75059250005484,258.19191882693485
v3_carry_only,2018,0.034804628766530454,4,6.794804913573659,386.3266650002484,42406.7066781005
v3_carry_only,2019,0.0006972477700497581,0,,0.0,0.0
v3_carry_only,2020,-0.06183509404800325,1,,55.9999999999734,-83.32715068493151
v3_carry_only,2021,0.046046656302555666,0,,0.0,0.0
v3_carry_only,2022,0.06592241414562028,3,30.01366087059424,280.65496250001445,94499.6811139907
v3_carry_only,2023,0.13902343213849933,1,,14.000000000028649,33263.75815479451
v3_carry_only,2024,0.19566782656643134,1,0.0,77.49999999998977,3202.838041991439
v3_carry_only,2025,0.040392735586357364,1,,52.49999999998022,4043.891999999998
v3_carry_only,2026,0.01490968326565878,0,,0.0,0.0
