candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v11_intraday_region,True,intraday_seasonality,2014-01-02,2026-09-25,12.73,-0.529947,-0.057585,-1.167387,-1.571421,-0.53953,0.049945,-529946.794415,-0.962408,26241,0.902156,0.468275,209.881506,-204.883188,1.024396,-10.659319,-0.003167,32,2061.631587,4.921726,414884.180573,0.0,135173.001176,3.069283,15.810532,764.3244,1.8e-05,-4.163371,0.07692307692307693,1.0,-0.4974039361503967,-0.06474952870842476,2,1.0,0.708546,-0.495015,0.0,350,"{""windows"": ""asia0_6_eu7_12_us16_20""}",1,,,-294943.97932530334,0.8968271047922742,,-0.060877217620678326,profit_factor;sharpe;positive_years;single_year_dependence;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
