candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v2_d1_donchian,AUDUSD,37,-36517.50231561245,0.6448068362568188,0.2972972972972973,61.85844729729693,-10084.311431024764
v2_d1_donchian,EURJPY,26,-4906.0062036633135,0.9010857022321673,0.38461538461538464,41.55769230769499,-2062.2495842465764
v2_d1_donchian,EURUSD,33,-14740.103112872368,0.8166341761512166,0.2727272727272727,27.504426060624596,-10868.209294178083
v2_d1_donchian,GBPUSD,35,-27107.88868498987,0.6647995411930869,0.2857142857142857,43.06553357144347,-9410.806183544171
v2_d1_donchian,USDJPY,33,-21718.723857626486,0.7504472575222353,0.3333333333333333,34.40909090908742,-109.72051267123538
v2_d1_tsmom,AUDUSD,55,21731.46702932471,1.1481542508677012,0.34545454545454546,155.50788804545647,-28752.727067802694
v2_d1_tsmom,EURJPY,35,-115323.8866357202,0.3701676873121215,0.2,140.88571428571728,-7410.022889041096
v2_d1_tsmom,EURUSD,33,129752.21971473446,1.6432983863342614,0.30303030303030304,60.8022722727681,-42773.78105582192
v2_d1_tsmom,GBPUSD,35,9553.403422665713,1.0427458533899752,0.42857142857142855,178.90945899999056,-41315.95646488869
v2_d1_tsmom,USDJPY,41,-105835.05129693374,0.3600548472585715,0.24390243902439024,44.53658536585863,-5677.481029452056
v2_h4_ema,AUDUSD,156,-1357.796716648998,0.9950782293399775,0.3525641025641026,121.77287036860541,-8241.397912113074
v2_h4_ema,EURJPY,185,-22308.74797333187,0.9360869939475415,0.3621621621621622,70.87567567566832,-13282.209653424658
v2_h4_ema,EURUSD,186,9445.408325394063,1.0287677907485668,0.3172043010752688,68.92723575278963,-13867.983472260275
v2_h4_ema,GBPUSD,179,-489.4472423965635,0.9985511194867558,0.329608938547486,91.54186687157718,-10835.186817934267
v2_h4_ema,USDJPY,190,61450.89058551496,1.1801426883327792,0.35789473684210527,63.271052631588944,-12048.770758561644
v2_trend_carry,AUDUSD,42,4318.624291800916,1.1159360588684721,0.35714285714285715,47.96871821428337,-3299.421019890516
v2_trend_carry,EURJPY,25,12169.82647622043,1.314750130565588,0.36,27.15999999999836,2606.0519678082183
v2_trend_carry,EURUSD,34,59776.355806062726,2.1593246858212938,0.35294117647058826,21.756957205891048,840.4950650684915
v2_trend_carry,GBPUSD,33,4801.37324442059,1.1120453240494008,0.45454545454545453,35.52927227273347,-6336.615428296525
v2_trend_carry,USDJPY,23,139809.60745325376,5.0640525274511345,0.391304347826087,21.347826086958104,33378.676836986284
