candidate,is_v2,params,full_n_trades,full_net_return,full_sharpe,full_profit_factor,full_max_drawdown,full_cost_ratio,A_n_trades,A_net_return,A_sharpe,A_profit_factor,A_max_drawdown,A_cost_ratio,B_n_trades,B_net_return,B_sharpe,B_profit_factor,B_max_drawdown,B_cost_ratio
v2_trend_carry,True,"{""mode"": ""agree"", ""sizing"": ""vol_target""}",99,-0.207935,-0.193473,0.595093,-0.29014,,41,-0.096079,-0.219264,0.870158,-0.153682,,48,-0.105946,-0.222598,0.395044,-0.29014,
v2_trend_carry,True,"{""mode"": ""carry_trend_filter"", ""sizing"": ""risk_stop""}",72,-0.039008,-0.15158,0.683712,-0.071745,,36,-0.023455,-0.228756,0.832248,-0.041925,,31,-0.018703,-0.179916,0.449388,-0.070258,
v2_trend_carry,True,"{""mode"": ""carry_trend_filter"", ""sizing"": ""vol_target""}",85,-0.073371,-0.03027,0.861142,-0.247012,,35,-0.067442,-0.136276,1.002697,-0.148896,,39,0.011592,0.067028,0.804126,-0.247012,
v2_trend_carry,True,"{""mode"": ""composite"", ""sizing"": ""risk_stop""}",220,0.229496,0.396682,1.762656,-0.083545,0.031029,97,0.097375,0.431561,3.396047,-0.041893,0.010756,60,0.100303,0.479095,0.711642,-0.083545,
v2_trend_carry,True,"{""mode"": ""composite"", ""sizing"": ""vol_target""}",232,0.576502,0.28846,1.342349,-0.265639,0.064826,103,0.38853,0.415904,2.669673,-0.204432,0.013444,60,0.20196,0.340592,0.59283,-0.265639,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""risk_stop"", ""top_k"": 2}",453,0.016749,0.076674,1.048086,-0.085279,0.260742,231,0.009906,0.090597,1.087296,-0.053238,0.1836,94,-0.04123,-0.803404,0.504325,-0.045746,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""vol_target"", ""top_k"": 2}",565,-0.107051,-0.064734,0.945032,-0.33896,0.899343,253,-0.088144,-0.143251,0.910715,-0.234669,3.410882,146,-0.151799,-0.535657,0.664405,-0.168849,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""fixed_notional"", ""top_k"": 2}",556,-0.268786,-0.086561,0.917285,-0.498362,8.360363,249,-0.235442,-0.249112,0.835346,-0.435912,,144,-0.163927,-0.292582,0.772231,-0.185383,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""risk_stop"", ""top_k"": 3}",546,-0.03214,-0.095642,0.933258,-0.11418,1.039353,294,-0.013693,-0.081243,0.951904,-0.071972,0.514918,102,-0.049328,-0.736293,0.548366,-0.054211,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""vol_target"", ""top_k"": 3}",679,-0.267581,-0.163628,0.886806,-0.412702,,322,-0.173601,-0.240163,0.847728,-0.313526,,161,-0.166962,-0.433229,0.70731,-0.182614,
v2_xpair_strength,True,"{""lookback"": 20, ""sizing"": ""fixed_notional"", ""top_k"": 3}",651,-0.460451,-0.168277,0.868032,-0.59201,,314,-0.317778,-0.296192,0.810884,-0.531006,,154,-0.214647,-0.327714,0.731943,-0.243092,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""risk_stop"", ""top_k"": 2}",299,0.019034,0.080288,1.066049,-0.0684,0.193559,164,-0.001837,-0.007358,1.020784,-0.036977,0.199179,67,-0.033225,-0.600569,0.574231,-0.046159,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""vol_target"", ""top_k"": 2}",357,-0.04296,0.001973,0.974752,-0.341011,0.420997,177,-0.082348,-0.107137,0.910408,-0.221609,0.831621,98,-0.153496,-0.536015,0.622223,-0.198821,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""fixed_notional"", ""top_k"": 2}",346,-0.142899,-0.002806,0.951134,-0.494293,0.661685,172,-0.185819,-0.155083,0.863453,-0.355488,,94,-0.195696,-0.355482,0.683065,-0.302841,
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""risk_stop"", ""top_k"": 3}",386,0.058597,0.160187,1.138075,-0.069112,0.108487,201,-0.00345,-0.008375,1.02854,-0.068313,0.15864,99,0.015373,0.138755,1.118523,-0.058303,0.159096
v2_xpair_strength,True,"{""lookback"": 60, ""sizing"": ""vol_target"", ""top_k"": 3}",438,0.160039,0.138106,1.0682,-0.299797,0.15198,214,-0.108847,-0.102257,0.927884,-0.293215,0.438113,121,0.066792,0.176386,1.095357,-0.23725,0.187186
