candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v7_ccv_monthly,True,fx_factors,2014-01-02,2026-09-25,12.73,-0.160403,-0.013642,-0.181258,-0.233445,-0.270196,0.064308,-160402.767279,-0.587472,130,0.931899,0.323077,15119.531298,-7743.476835,1.952551,-356.966515,0.008427,10,10.213487,1624.238462,12068.185792,28047.83441,-62385.295579,,92.832198,8.365775,0.254881,-0.64644,0.38461538461538464,0.3258626959421431,-0.21799002488854358,0.07364005504046878,3,0.5594150851453921,0.75737,-0.254275,0.1374,6,"{""threshold"": 0.5}",2,,,-318478.40106106416,0.5326294871980312,,-0.004813741662548332,profit_factor;sharpe;positive_years;max_drawdown;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
v7_cm_monthly,True,fx_factors,2014-01-02,2026-09-25,12.73,0.196277,0.01418,0.223979,0.310433,-0.214735,0.079098,196277.285468,0.715835,123,1.432968,0.406504,19565.332427,-9351.854909,2.092134,2403.099293,0.150419,11,9.66353,1733.869919,16581.165896,120850.16791,191312.211011,0.086671,134.806227,7.573988,0.787172,0.798798,0.6153846153846154,0.29675279440280905,-0.024252998127284653,0.22601174604922525,3,0.39556087243116994,1.166457,0.034874,0.6372,6,"{""threshold"": 1.0}",1,0.5457579283839268,1.577189092663758,-170606.25215430604,0.7500953586058687,0.40885605236285866,0.09992099909495256,sharpe;subperiod_not_positive;few_positive_pairs;top5_trade_dependence;top1_trade_dependence,REJECTED
v7_carry_monthly,True,fx_factors,2014-01-02,2026-09-25,12.73,-0.022806,-0.001811,0.008347,0.011234,-0.187863,0.066871,-22806.107563,-0.116573,58,1.495487,0.344828,22734.216331,-8000.992327,2.841425,2597.355486,0.353066,7,4.556786,6197.534483,4052.456987,147246.020064,7453.05512,0.543731,69.869948,2.794713,0.511871,0.029768,0.46153846153846156,0.24824292816225707,-0.10973215966386995,0.09764033716906129,8,0.7370038263255426,1.067833,-0.13629,0.344,6,"{""threshold"": 1.0}",2,0.579050710539058,1.7855652665315682,-118342.75077629951,0.610762916920813,0.9774266546863045,0.10918984867995873,trades;sharpe;positive_years;subperiod_not_positive;single_regime_dependence;deflated_sharpe;top5_trade_dependence;top1_trade_dependence,REJECTED
