candidate,is_v2,family,start,end,years,net_return,cagr,sharpe,sortino,max_drawdown,annual_vol,net_profit_jpy,recovery_factor,n_trades,profit_factor,win_rate,avg_win_jpy,avg_loss_jpy,payoff_ratio,expectancy_jpy,expectancy_r,max_consecutive_losses,trades_per_year,avg_bars_held,total_cost_jpy,swap_jpy,gross_mid_pnl_jpy,cost_ratio,cost_per_trade_jpy,turnover_annual,psr_vs_zero,t_stat,positive_year_ratio,max_single_year_share,ret_A,ret_B,positive_pairs,max_regime_share,stress_pf,stress_net_return,dsr,n_trials_v2,final_params,param_changes,diag_top1_share,diag_top5_share,diag_pnl_ex_top5,diag_pf_ex_top5,diag_swap_share,diag_ret_2024_2026,gate_fail,status
v12_carry_timed,True,carry_timing,2014-01-02,2026-09-25,12.73,0.061696,0.004715,0.122585,0.163497,-0.142893,0.050612,61695.552725,0.382474,96,1.161154,0.458333,10718.411305,-7810.697392,1.372273,681.810761,0.049996,13,7.542267,1582.208333,8994.262064,71362.088148,3086.006954,2.914531,93.69023,5.23795,0.668363,0.437187,0.6153846153846154,0.24784390952040605,-0.018424967086703714,0.08162444757164411,4,0.6149630017615201,0.897397,-0.042862,0.5771,352,"{""lookback"": 126}",2,0.8850044522491869,2.862697772240742,-121920.70898285952,0.6998182234931405,1.0902659911025618,0.07022051848743494,trades;sharpe;subperiod_not_positive;fragile_to_cost_2x;few_positive_pairs;top5_trade_dependence;top1_trade_dependence,REJECTED
