candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v7_ccv_monthly,v7_ccv_monthly,regime4h,HIGH_VOL,14,17795.640332819978,0.21428571428571427,1.1495456734485516
v7_ccv_monthly,v7_ccv_monthly,regime4h,NEUTRAL,31,-45221.31757981967,0.22580645161290322,0.7515845865511877
v7_ccv_monthly,v7_ccv_monthly,regime4h,RANGE,43,14015.51529269357,0.3953488372093023,1.0780964729583493
v7_ccv_monthly,v7_ccv_monthly,regime4h,TREND,42,-32995.48500671388,0.35714285714285715,0.8357818452679553
v7_ccv_monthly,v7_ccv_monthly,month_dir,DOWN,21,-70085.73797123862,0.23809523809523808,0.5461217573782037
v7_ccv_monthly,v7_ccv_monthly,month_dir,FLAT,72,3994.65195383197,0.3194444444444444,1.0124342334578211
v7_ccv_monthly,v7_ccv_monthly,month_dir,UP,37,19685.43905638664,0.3783783783783784,1.0956773073918593
v7_ccv_monthly,v7_ccv_monthly,month_vol,HIGH_VOL,36,41454.15410387985,0.2222222222222222,1.2396543200177146
v7_ccv_monthly,v7_ccv_monthly,month_vol,LOW_VOL,94,-87859.80106489988,0.3617021276595745,0.8272011063095642
v7_cm_monthly,v7_cm_monthly,regime4h,HIGH_VOL,13,106487.50728744862,0.6153846153846154,3.420394605538813
v7_cm_monthly,v7_cm_monthly,regime4h,NEUTRAL,25,-51200.91752549634,0.36,0.6026008570787276
v7_cm_monthly,v7_cm_monthly,regime4h,RANGE,33,103121.18115890476,0.45454545454545453,1.671331265824288
v7_cm_monthly,v7_cm_monthly,regime4h,TREND,52,137173.4421040623,0.34615384615384615,1.3850564180209932
v7_cm_monthly,v7_cm_monthly,month_dir,DOWN,24,101097.01716757598,0.3333333333333333,1.4962011320097763
v7_cm_monthly,v7_cm_monthly,month_dir,FLAT,68,-34052.29714412487,0.38235294117647056,0.8987365411158341
v7_cm_monthly,v7_cm_monthly,month_dir,UP,31,228536.49300146822,0.5161290322580645,2.6018638514571575
v7_cm_monthly,v7_cm_monthly,month_vol,HIGH_VOL,36,-14036.212038897662,0.3055555555555556,0.9298463496767795
v7_cm_monthly,v7_cm_monthly,month_vol,LOW_VOL,87,309617.42506381706,0.4482758620689655,1.641551520080084
v7_carry_monthly,v7_carry_monthly,regime4h,HIGH_VOL,19,177595.60610602816,0.42105263157894735,2.8820557071638313
v7_carry_monthly,v7_carry_monthly,regime4h,NEUTRAL,20,-37908.22215279417,0.3,0.6111852897164997
v7_carry_monthly,v7_carry_monthly,regime4h,RANGE,19,63374.11448750136,0.3157894736842105,1.742184141219419
v7_carry_monthly,v7_carry_monthly,regime4h,TREND,34,-74917.24147663864,0.3235294117647059,0.6031954788133168
v7_carry_monthly,v7_carry_monthly,month_dir,DOWN,16,13921.108293804857,0.3125,1.1402467546536394
v7_carry_monthly,v7_carry_monthly,month_dir,FLAT,50,26481.141023373424,0.28,1.100564950309957
v7_carry_monthly,v7_carry_monthly,month_dir,UP,26,87742.00764691847,0.46153846153846156,1.8480422106202032
v7_carry_monthly,v7_carry_monthly,month_vol,HIGH_VOL,44,73958.10504798706,0.3409090909090909,1.3273619106525647
v7_carry_monthly,v7_carry_monthly,month_vol,LOW_VOL,48,54186.15191610971,0.3333333333333333,1.2256553188744017
