candidate,year,params,train_sharpe
v7_ccv_monthly,2014,"{""threshold"": 1.0}",0.646
v7_ccv_monthly,2015,"{""threshold"": 0.5}",0.57
v7_ccv_monthly,2016,"{""threshold"": 1.0}",0.47
v7_ccv_monthly,2017,"{""threshold"": 1.0}",0.463
v7_ccv_monthly,2018,"{""threshold"": 0.5}",0.284
v7_ccv_monthly,2019,"{""threshold"": 0.5}",0.184
v7_ccv_monthly,2020,"{""threshold"": 0.5}",0.168
v7_ccv_monthly,2021,"{""threshold"": 0.5}",0.126
v7_ccv_monthly,2022,"{""threshold"": 0.5}",0.123
v7_ccv_monthly,2023,"{""threshold"": 0.5}",0.172
v7_ccv_monthly,2024,"{""threshold"": 0.5}",0.192
v7_ccv_monthly,2025,"{""threshold"": 0.5}",0.165
v7_ccv_monthly,2026,"{""threshold"": 1.0}",0.189
v7_cm_monthly,2014,"{""threshold"": 1.0}",0.511
v7_cm_monthly,2015,"{""threshold"": 1.0}",0.683
v7_cm_monthly,2016,"{""threshold"": 1.0}",0.578
v7_cm_monthly,2017,"{""threshold"": 1.0}",0.602
v7_cm_monthly,2018,"{""threshold"": 1.0}",0.405
v7_cm_monthly,2019,"{""threshold"": 1.0}",0.38
v7_cm_monthly,2020,"{""threshold"": 1.0}",0.293
v7_cm_monthly,2021,"{""threshold"": 1.0}",0.169
v7_cm_monthly,2022,"{""threshold"": 1.0}",0.184
v7_cm_monthly,2023,"{""threshold"": 1.0}",0.296
v7_cm_monthly,2024,"{""threshold"": 1.0}",0.263
v7_cm_monthly,2025,"{""threshold"": 1.0}",0.3
v7_cm_monthly,2026,"{""threshold"": 1.0}",0.312
v7_carry_monthly,2014,"{""threshold"": 0.5}",0.183
v7_carry_monthly,2015,"{""threshold"": 0.5}",0.025
v7_carry_monthly,2016,"{""threshold"": 0.5}",-0.161
v7_carry_monthly,2017,"{""threshold"": 0.5}",-0.052
v7_carry_monthly,2018,"{""threshold"": 1.0}",-0.075
v7_carry_monthly,2019,"{""threshold"": 1.0}",0.048
v7_carry_monthly,2020,"{""threshold"": 1.0}",0.03
v7_carry_monthly,2021,"{""threshold"": 0.5}",-0.103
v7_carry_monthly,2022,"{""threshold"": 0.5}",-0.045
v7_carry_monthly,2023,"{""threshold"": 1.0}",-0.071
v7_carry_monthly,2024,"{""threshold"": 1.0}",-0.034
v7_carry_monthly,2025,"{""threshold"": 0.5}",0.051
v7_carry_monthly,2026,"{""threshold"": 1.0}",0.031
