candidate,pair,trades,pnl_jpy,profit_factor,win_rate,avg_cost_jpy,swap_jpy
v7_ccv_monthly,AUDJPY,13,-9620.02413057514,0.902222933934556,0.23076923076923078,76.88461538461341,9908.442377449308
v7_ccv_monthly,AUDUSD,18,-66010.3322230748,0.39678720745773544,0.2222222222222222,130.28815722223547,-10680.810682708297
v7_ccv_monthly,EURJPY,15,-14629.153198636928,0.8400001227271338,0.3333333333333333,92.53333333332836,9759.843763015544
v7_ccv_monthly,EURUSD,13,69646.63654493006,2.8126213316850976,0.46153846153846156,53.69307557694025,-4190.079694737222
v7_ccv_monthly,GBPJPY,13,136041.40769537436,3.6372604235897428,0.5384615384615384,70.30769230768412,10008.488261468365
v7_ccv_monthly,GBPUSD,10,-10764.18356778195,0.7686288886512914,0.3,76.76061700003598,-7523.352084728752
v7_ccv_monthly,NZDUSD,15,-89292.79818301475,0.1539918431185293,0.2,127.4407134999753,-3834.4548617723517
v7_ccv_monthly,USDCAD,11,-67257.68648027029,0.06646804543558361,0.18181818181818182,97.65470583332898,-4062.0018148972617
v7_ccv_monthly,USDCHF,12,-15007.902848961061,0.6494195840060489,0.4166666666666667,119.00586188917812,13688.814796966795
v7_ccv_monthly,USDJPY,10,20488.389430990544,1.8116498444239484,0.4,54.20000000001676,14972.94434985205
v7_cm_monthly,AUDJPY,16,-41474.93792134205,0.6931651945104077,0.25,159.93750000001282,20958.291615238057
v7_cm_monthly,AUDUSD,12,-33512.37511750962,0.40456206569945163,0.4166666666666667,126.68608791665154,-1990.4917389207355
v7_cm_monthly,EURJPY,11,-22138.394568657775,0.7140480115898327,0.36363636363636365,98.09090909090446,3667.6544653536357
v7_cm_monthly,EURUSD,7,232628.8686282775,13.831877499464635,0.5714285714285714,78.41186428577056,12128.592773401171
v7_cm_monthly,GBPJPY,15,217315.24082307325,9.554914142006195,0.8,148.99999999997877,27819.114937698763
v7_cm_monthly,GBPUSD,12,-44760.58364733281,0.3662276832913419,0.3333333333333333,72.0231956250274,-469.76400748986333
v7_cm_monthly,NZDUSD,11,-48441.97050242306,0.37389488329028076,0.36363636363636365,240.06911477268747,2084.6457698589484
v7_cm_monthly,USDCAD,11,-56922.82725588664,0.19861378857750223,0.36363636363636365,207.202838153361,-762.2586098356171
v7_cm_monthly,USDCHF,15,-72668.65758217148,0.281130634893041,0.26666666666666666,128.68533078024973,22806.865029354893
v7_cm_monthly,USDJPY,13,165556.850168892,4.300046487703152,0.38461538461538464,71.11538461538612,34607.517675334384
v7_carry_monthly,AUDJPY,5,-38542.07502479281,0.0,0.0,39.30000000000511,7152.538455950112
v7_carry_monthly,AUDUSD,7,3793.1329355730845,1.1315083031508482,0.42857142857142855,89.23081214286137,1951.8522890133845
v7_carry_monthly,EURJPY,7,23479.68391635488,1.4416231134986857,0.2857142857142857,85.35714285715055,13090.067141765048
v7_carry_monthly,EURUSD,6,43744.18029089816,2.005894273189145,0.16666666666666666,60.06292000004274,14902.391668061857
v7_carry_monthly,GBPJPY,4,66971.96504177916,8.250354421043808,0.75,72.62500000000188,20405.11996597258
v7_carry_monthly,GBPUSD,4,8355.1158612627,1.3596753223144502,0.25,40.1872812500407,1913.4063520091916
v7_carry_monthly,NZDUSD,5,7037.510071708864,1.257861039566087,0.4,84.65253899998788,1472.4137345652557
v7_carry_monthly,USDCAD,8,-13988.248894758028,0.6852658997181085,0.5,57.37134278400829,1265.846413273972
v7_carry_monthly,USDCHF,8,3342.9881383241363,1.1515245410804409,0.25,95.81015241914906,58850.54786818649
v7_carry_monthly,USDJPY,4,46452.36586102397,4.382745943023298,0.5,43.37500000000409,26241.836175666456
