candidate,spec_id,dimension,state,trades,pnl_jpy,win_rate,profit_factor
v3_carry_trend_xs,v3_carry_trend_xs,regime4h,HIGH_VOL,14,62429.205441798345,0.6428571428571429,2.48937659969146
v3_carry_trend_xs,v3_carry_trend_xs,regime4h,NEUTRAL,66,261818.76898471324,0.36363636363636365,2.0964004959404594
v3_carry_trend_xs,v3_carry_trend_xs,regime4h,RANGE,66,97189.26089626776,0.4393939393939394,1.3253766981520343
v3_carry_trend_xs,v3_carry_trend_xs,regime4h,TREND,111,666912.8534020922,0.36936936936936937,2.2487738224103517
v3_carry_trend_xs,v3_carry_trend_xs,month_dir,DOWN,64,-43142.72687785058,0.390625,0.8806969065547242
v3_carry_trend_xs,v3_carry_trend_xs,month_dir,FLAT,135,987785.4752518875,0.362962962962963,2.7689386194589165
v3_carry_trend_xs,v3_carry_trend_xs,month_dir,UP,58,143707.34035083474,0.5,1.7429115153537078
v3_carry_trend_xs,v3_carry_trend_xs,month_vol,HIGH_VOL,76,230225.9529049818,0.42105263157894735,1.5260511673443478
v3_carry_trend_xs,v3_carry_trend_xs,month_vol,LOW_VOL,181,858124.1358198898,0.39226519337016574,2.269757604330989
v3_carry_trend_mh,v3_carry_trend_mh,regime4h,HIGH_VOL,27,13143.640551259585,0.3333333333333333,1.3855981892088727
v3_carry_trend_mh,v3_carry_trend_mh,regime4h,NEUTRAL,49,101091.5676929031,0.4897959183673469,3.0294754550428733
v3_carry_trend_mh,v3_carry_trend_mh,regime4h,RANGE,72,102729.3812457054,0.3472222222222222,2.240511471722527
v3_carry_trend_mh,v3_carry_trend_mh,regime4h,TREND,122,30191.102475601838,0.4098360655737705,1.243030540937856
v3_carry_trend_mh,v3_carry_trend_mh,month_dir,DOWN,64,14435.134708219175,0.359375,1.1846115838656295
v3_carry_trend_mh,v3_carry_trend_mh,month_dir,FLAT,141,164997.76476044828,0.3900709219858156,2.1004295367424857
v3_carry_trend_mh,v3_carry_trend_mh,month_dir,UP,65,67722.79249680246,0.46153846153846156,2.0782781757998703
v3_carry_trend_mh,v3_carry_trend_mh,month_vol,HIGH_VOL,79,1979.0699944366643,0.35443037974683544,1.0207716181527142
v3_carry_trend_mh,v3_carry_trend_mh,month_vol,LOW_VOL,191,245176.62197103328,0.418848167539267,2.2530738195309548
v3_carry_trend_7p,v3_carry_trend_7p,regime4h,HIGH_VOL,9,13220.59929568667,0.5555555555555556,2.6273861064048254
v3_carry_trend_7p,v3_carry_trend_7p,regime4h,NEUTRAL,32,166186.945794099,0.46875,5.812928866665334
v3_carry_trend_7p,v3_carry_trend_7p,regime4h,RANGE,29,105410.43805818206,0.3793103448275862,3.502154813987679
v3_carry_trend_7p,v3_carry_trend_7p,regime4h,TREND,58,26576.263408739338,0.3620689655172414,1.3202574627430372
v3_carry_trend_7p,v3_carry_trend_7p,month_dir,DOWN,29,27097.061626095623,0.5172413793103449,1.6591881797320944
v3_carry_trend_7p,v3_carry_trend_7p,month_dir,FLAT,71,226090.52067030026,0.352112676056338,3.618577326393446
v3_carry_trend_7p,v3_carry_trend_7p,month_dir,UP,28,58206.664260311256,0.42857142857142855,2.4437133162727123
v3_carry_trend_7p,v3_carry_trend_7p,month_vol,HIGH_VOL,35,5119.852893226287,0.37142857142857144,1.087730803101426
v3_carry_trend_7p,v3_carry_trend_7p,month_vol,LOW_VOL,93,306274.3936634808,0.41935483870967744,3.799420590679404
v3_carry_only,v3_carry_only,regime4h,HIGH_VOL,8,440595.6150868838,0.5,19.816336476806942
v3_carry_only,v3_carry_only,regime4h,NEUTRAL,3,-13032.977475039554,0.0,0.0
v3_carry_only,v3_carry_only,regime4h,RANGE,5,-23309.666713263192,0.0,0.0
v3_carry_only,v3_carry_only,regime4h,TREND,18,62059.52304280063,0.2222222222222222,1.6143325034974052
v3_carry_only,v3_carry_only,month_dir,DOWN,8,-45847.43027543597,0.0,0.0
v3_carry_only,v3_carry_only,month_dir,FLAT,18,16869.365931288965,0.2222222222222222,1.1832352872454255
v3_carry_only,v3_carry_only,month_dir,UP,8,495290.5582855286,0.5,22.660302366029676
v3_carry_only,v3_carry_only,month_vol,HIGH_VOL,20,461710.02078806184,0.35,6.704319344546619
v3_carry_only,v3_carry_only,month_vol,LOW_VOL,14,4602.473153319803,0.07142857142857142,1.057648194673427
